DATE,TEMPERATURE
37567,15.43605035
37568,15.43548611
37569,14.89883681
37570,14.52454861
37571,13.9058941
37572,14.25434028
37573,14.80873264
37574,15.05269676
37575,15.00541632
37576,14.75110868
37577,14.93300972
37578,15.03536979
37579,14.79645209
37580,14.63490556
37581,14.75492465
37582,14.84447743
37583,15.00232361
37584,15.31946563
37585,15.35786042
37586,15.44678334
37587,15.43197327
37588,15.35186493
37589,15.57352118
37590,15.50729653
37591,15.70660729
37592,15.71673403
37593,15.93986065
37594,16.10487731
37595,15.8622088
37596,15.72180139
37597,15.80877674
37598,15.81691077
37599,15.61895382
37600,15.15622292
37601,14.54526389
37602,15.21543056
37603,15.33459688
37604,15.43941459
37605,15.70844653
37606,15.66624688
37607,15.35404618
37608,14.09059688
37609,13.68858264
37610,13.98811493
37611,13.89816875
37612,14.00682465
37613,13.92140046
37614,14.0286632
37615,14.07779896
37616,14.41917604
37617,14.68855694
37618,14.65779098
37619,14.45153785
37620,14.12999028
37621,14.3800941
37622,14.25874479
37623,14.45432674
37624,14.51310209
37625,14.55991216
37626,14.59302778
37627,14.61979028
37628,14.60729375
37629,14.49012292
37630,14.52411111
37631,14.51042639
37632,14.5250059
37633,14.59365347
37634,14.69713646
37635,14.77995243
37636,14.88974271
37637,14.91393229
37638,14.98449306
37639,15.04209896
37640,14.97970313
37641,15.05833091
37642,15.11740833
37643,15.41434028
37644,15.30046007
37645,15.22861111
37646,15.05391493
37647,15.24622396
37648,15.26868056
37649,15.23825521
37650,15.24287327
37651,15.28605903
37652,15.3226823
37653,15.30751736
37654,14.80894097
37655,14.92862847
37656,14.95992188
37657,14.9321441
37658,15.03013021
37659,14.96184896
37660,14.90075521
37661,14.86744792
37662,14.8562066
37663,14.82784722
37664,14.82060764
37665,14.86899306
37666,14.96502604
37667,15.00102431
37668,15.07315972
37669,15.07037326
37670,15.20961806
37671,15.16989584
37672,14.14008681
37673,14.40179827
37674,14.65708333
37675,14.84065104
37676,14.85380209
37677,14.93388889
37678,14.5256684
37679,14.28956597
37680,13.5583941
37681,13.63466146
37682,13.87940105
37683,13.88667535
37684,14.0880816
37685,14.01899306
37686,14.20984722
37687,14.23773611
37688,14.42366667
37689,14.33628472
37690,14.38160417
37691,14.51567361
37692,14.79413194
37693,14.62861805
37694,14.216625
37695,14.43860417
37696,13.94297917
37697,11.60242361
37698,10.7105625
37699,10.59267361
37700,10.73581944
37701,10.98698611
37702,11.45022222
37703,11.98821528
37704,12.34641491
37705,12.37377604
37706,12.38159722
37707,11.45801389
37708,11.21548611
37709,11.61529167
37710,11.85994444
37711,12.1424375
37712,12.18902778
37713,11.74318845
37714,10.98368924
37715,10.45527778
37716,10.32583333
37717,10.23591355
37718,10.50677083
37719,10.94805556
37720,11.70919167
37721,12.11952083
37722,12.02486805
37723,12.25389583
37724,13.27280556
37725,13.31633333
37726,11.6463125
37727,11.60219444
37728,12.14195833
37729,12.1636875
37730,11.54184722
37731,12.13669444
37732,12.75517361
37733,11.3243125
37734,10.84675
37735,11.45204167
37736,11.9393125
37737,11.27352778
37738,11.92733333
37739,11.92040278
37740,11.17226389
37741,10.56090972
37742,11.18434722
37743,11.69623611
37744,12.32889583
37745,12.23678472
37746,11.002
37747,11.84167361
37748,12.12286458
37749,11.06554167
37750,10.30441667
37751,10.31191667
37752,10.5345
37753,10.98103472
37754,11.46518056
37755,11.59638889
37756,11.41797917
37757,12.29733333
37758,12.65734722
37759,12.85483333
37760,12.57278472
37761,12.67246528
37762,13.05523611
37763,13.27448611
37764,13.22588195
37765,12.24833333
37766,12.63388889
37767,13.72297222
37768,14.90711111
37769,14.74284028
37770,14.73017361
37771,14.9343125
37772,15.30045139
37773,15.37128472
37774,15.10027083
37775,15.04320833
37776,14.84641667
37777,14.48244445
37778,14.4409375
37779,14.09098611
37780,14.12974306
37781,14.33032639
37782,14.46115972
37783,14.18044445
37784,13.83836806
37785,14.5189375
37786,14.80503472
37787,14.98275695
37788,15.18617361
37789,14.72090972
37790,14.58976389
37791,14.48505246
37792,14.63675926
37793,14.41748264
37794,14.22141493
37795,14.27624132
37796,14.2344618
37797,14.93939236
37798,15.23325521
37799,14.64367188
37800,15.03200521
37801,15.94103299
37802,15.78404514
37803,15.75618924
37804,15.72744792
37805,15.07234375
37806,13.88078993
37807,14.21412326
37808,14.84329861
37809,14.63157118
37810,14.14119792
37811,14.26378472
37812,14.61709202
37813,15.86049479
37814,16.13709201
37815,16.76607639
37816,17.76677083
37817,18.0237066
37818,17.56446181
37819,17.19919271
37820,16.54520833
37821,16.82708333
37822,16.85110243
37823,16.72424479
37824,16.83165799
37825,16.57992188
37826,16.97250868
37827,17.09216146
37828,16.29920139
37829,15.44642361
37830,14.25367188
37831,14.01732639
37832,14.86945313
37833,15.92072048
37834,16.60559896
37835,16.5912934
37836,16.2846007
37837,16.51333334
37838,15.92203125
37839,14.96106285
37840,14.52712674
37841,14.56636285
37842,14.86676215
37843,14.3843316
37844,15.08172489
37845,14.7191088
37846,14.93473403
37847,14.98359202
37848,14.65558854
37849,14.55391146
37850,14.47689236
37851,14.35718576
37852,13.56993403
37853,13.54616493
37854,13.12116667
37855,12.64963715
37856,12.94761458
37857,13.79628646
37858,13.66755035
37859,13.6478182
37860,14.37681597
37861,14.41706528
37862,14.88505
37863,15.34918889
37864,14.16323333
37865,13.49291111
37866,14.05245556
37867,14.33804722
37868,14.39186528
37869,14.61658889
37870,14.69805
37871,14.87796806
37872,15.84603194
37873,16.06337917
37874,16.75356806
37875,16.4289125
37876,16.47870139
37877,17.1841
37878,16.79639583
37879,16.51324722
37880,16.38310972
37881,16.76198472
37882,16.53711806
37883,16.54863889
37884,16.62865139
37885,16.13360833
37886,16.25356806
37887,15.45521389
37888,15.85839722
37889,15.89149722
37890,15.91294028
37891,15.68494583
37892,15.75483195
37893,14.6961375
37894,14.25166389
37895,14.37954306
37896,14.64734445
37897,14.61175694
37898,14.78239167
37899,15.15046944
37900,15.70301111
37901,15.78350278
37902,15.82821389
37903,15.89418472
37904,16.02849861
37905,16.19565417
37906,16.1647
37907,16.56448055
37908,17.43883194
37909,17.7149875
37910,17.38213194
37911,16.69249583
37912,16.97761805
37913,17.34095695
37914,16.87600139
37915,16.7786625
37916,16.8019125
37917,17.22388472
37918,17.11165556
37919,17.07505
37920,17.14865609
37921,17.08605694
37922,17.05336389
37923,17.02388333
37924,16.47132639
37925,15.79705556
37926,16.93575417
37927,17.02421389
37928,16.48265139
37929,16.49018333
37930,16.65470695
37931,16.68109861
37932,16.77781667
37933,16.76405139
37934,16.86162084
37935,16.93843611
37936,16.78049722
37937,16.46853056
37938,16.60677916
37939,16.44906944
37940,15.31395417
37941,14.46225139
37942,14.99357917
37943,15.62745278
37944,15.6727125
37945,15.70731389
37946,15.67919167
37947,14.63539861
37948,15.03563472
37949,15.06460694
37950,14.95741806
37951,14.71333611
37952,14.80809167
37953,14.78581944
37954,14.69263194
37955,14.65788611
37956,14.50879861
37957,14.55394861
37958,14.56879305
37959,14.59838472
37960,14.6699875
37961,14.85355833
37962,14.82605417
37963,14.51733472
37964,14.49276944
37965,14.61024444
37966,14.10421389
37967,13.44799722
37968,13.99660278
37969,14.07946778
37970,13.8833775
37971,13.88645472
37972,14.02623389
37973,13.79924833
37974,13.81380035
37975,14.01308611
37976,14.07801667
37977,14.02666667
37978,13.95442222
37979,13.93022778
37980,14.06907639
37981,13.6173625
37982,13.10326667
37983,12.93317639
37984,13.07688333
37985,13.19125
37986,13.27314445
37987,13.24516806
37988,13.31261528
37989,13.07583472
37990,12.84935972
37991,12.86376111
37992,12.84576806
37993,12.86743056
37994,13.02243611
37995,13.06703889
37996,13.05979583
37997,13.12465694
37998,13.22921667
37999,13.25307083
38000,13.23579028
38001,13.20187778
38002,13.32454444
38003,13.43690417
38004,13.46997639
38005,13.47738055
38006,13.52600695
38007,13.6252375
38008,13.7609125
38009,13.81886389
38010,13.75664167
38011,13.66520417
38012,13.67673611
38013,13.79073472
38014,13.70086111
38015,13.6997875
38016,13.80393056
38017,13.39368472
38018,13.21538715
38019,13.29969965
38020,13.17430903
38021,12.16723958
38022,12.03626736
38023,12.1173125
38024,12.15819445
38025,12.31011979
38026,12.49637674
38027,12.62121007
38028,12.80574827
38029,12.9800191
38030,13.14451389
38031,13.24173785
38032,13.29033854
38033,13.39282118
38034,13.2378507
38035,13.13714583
38036,12.80529167
38037,12.7667691
38038,12.66035764
38039,12.66121875
38040,12.8447309
38041,12.97968403
38042,13.15030556
38043,13.14437153
38044,12.91509028
38045,12.5294132
38046,12.1728559
38047,12.37032118
38048,12.52770486
38049,12.73198785
38050,12.75239063
38051,12.9805816
38052,13.3246875
38053,13.22213542
38054,13.21539236
38055,13.41607639
38056,13.49737674
38057,13.46623264
38058,13.82021181
38059,13.84397049
38060,13.75258681
38061,13.65126042
38062,13.87454167
38063,14.03831424
38064,14.36999479
38065,14.56867535
38066,14.39234056
38067,14.16683333
38068,14.43955556
38069,14.507425
38070,14.35655139
38071,14.42310139
38072,12.5533625
38073,12.02994306
38074,12.90385942
38075,13.60913194
38076,13.77012778
38077,14.054025
38078,14.26312361
38079,13.45321389
38080,14.00725555
38081,14.10998627
38082,14.29216667
38083,14.17648194
38084,14.32220695
38085,14.44826945
38086,14.30744722
38087,14.65830278
38088,14.62222222
38089,14.30750139
38090,14.72684167
38091,14.40000694
38092,14.68681945
38093,14.48733333
38094,13.53583611
38095,11.61720694
38096,11.74024167
38097,11.86247639
38098,11.851
38099,11.70669722
38100,12.950625
38101,13.15345556
38102,12.91263056
38103,12.90271563
38104,12.5887625
38105,13.69665
38106,13.589125
38107,12.76025
38108,12.89495972
38109,13.16608194
38110,13.34547917
38111,13.58525139
38112,13.60986806
38113,13.96568055
38114,14.04471944
38115,14.324575
38116,14.74658889
38117,14.52915
38118,12.84749722
38119,13.07399583
38120,14.03662222
38121,14.01700417
38122,14.19236667
38123,13.79857222
38124,13.46571111
38125,13.08041667
38126,13.81512639
38127,14.20619306
38128,14.50479167
38129,14.06770556
38130,14.08498056
38131,13.44068611
38132,13.31042222
38133,12.97668333
38134,13.13760417
38135,13.15863611
38136,13.42933333
38137,13.70435833
38138,13.17899167
38139,13.19430278
38140,13.83593194
38141,13.8665375
38142,13.9036875
38143,14.44093333
38144,14.73731111
38145,14.60813056
38146,14.80468611
38147,12.95451389
38148,12.31658195
38149,13.418865
38150,14.57858722
38151,14.89838722
38152,15.11010083
38153,14.16216195
38154,14.47739333
38155,15.21126611
38156,16.04854445
38157,16.38970639
38158,16.38875083
38159,16.396075
38160,16.15760167
38161,15.82064445
38162,15.89545556
38163,16.31611805
38164,16.57992361
38165,17.21000556
38166,15.8533375
38167,14.97125556
38168,16.64795833
38169,17.246825
38170,17.20304445
38171,17.19758194
38172,16.56201667
38173,15.97964445
38174,15.46561111
38175,14.95422222
38176,14.79870139
38177,14.569625
38178,14.1948375
38179,13.97165694
38180,14.56741806
38181,15.1462875
38182,14.23452639
38183,14.78195833
38184,14.28110972
38185,14.35762639
38186,14.90138889
38187,15.32793403
38188,15.70450556
38189,15.30209425
38190,15.19082296
38191,16.79928299
38192,16.51277917
38193,15.33475
38194,15.36803472
38195,15.24513889
38196,15.00516667
38197,14.86438889
38198,14.74391667
38199,14.7601875
38200,14.87670833
38201,14.70299306
38202,14.6135
38203,14.93461806
38204,15.80797222
38205,15.89083333
38206,16.24211111
38207,16.3521875
38208,15.97215972
38209,16.42658333
38210,16.51718254
38211,15.91729663
38212,15.38951885
38213,15.02317956
38214,15.45130952
38215,16.11265377
38216,16.4844742
38217,16.37585814
38218,16.23423611
38219,16.31601686
38220,16.31929564
38221,16.79728175
38222,16.80505952
38223,16.60293982
38224,16.87165675
38225,16.70879464
38226,17.29684524
38227,17.26457837
38228,17.2721627
38229,17.50013889
38230,17.0953125
38231,16.89307044
38232,16.78069445
38233,16.47290178
38234,16.42759425
38235,16.73318452
38236,17.84408234
38237,18.72937004
38238,18.98001984
38239,19.46957341
38240,19.25197421
38241,19.26654762
38242,19.32679067
38243,19.47861607
38244,19.89582341
38245,18.85600694
38246,19.14921131
38247,19.08912698
38248,18.76892857
38249,16.71271329
38250,13.26542163
38251,13.60490575
38252,15.90081845
38253,16.24687996
38254,16.36959087
38255,17.04858552
38256,17.68997798
38257,17.24683909
38258,16.96196409
38259,17.13629306
38260,16.93840437
38261,16.92049802
38262,16.70324881
38263,16.46171309
38264,16.28432322
38265,16.65759306
38266,16.69220258
38267,17.09164643
38268,17.53244491
38269,17.63514028
38270,17.31606012
38271,17.69182401
38272,17.39166666
38273,17.36695238
38274,17.62854167
38275,17.46170139
38276,17.48517857
38277,17.80397817
38278,17.55200397
38279,17.73510913
38280,17.74697917
38281,17.54752083
38282,17.48637897
38283,17.65051091
38284,17.703125
38285,17.67514385
38286,17.34830357
38287,17.47952877
38288,17.49938988
38289,17.0078621
38290,17.28820436
38291,17.35888853
38292,17.64320933
38293,17.69643849
38294,17.58877976
38295,17.08717262
38296,17.04527282
38297,17.03551587
38298,17.18224206
38299,17.08783234
38300,16.87927083
38301,16.32460813
38302,15.74290675
38303,15.36725695
38304,15.68707837
38305,16.10580357
38306,15.7693502
38307,15.51101687
38308,15.55951389
38309,15.69100198
38310,15.79335317
38311,16.0331002
38312,16.07763889
38313,16.05451885
38314,16.03710317
38315,16.00282738
38316,15.88312996
38317,15.90099702
38318,15.95612659
38319,15.30141508
38320,15.06605655
38321,15.07819941
38322,14.91658234
38323,14.90089286
38324,14.83778274
38325,14.89150298
38326,14.87659226
38327,14.65512897
38328,14.69188988
38329,14.76625992
38330,15.06155754
38331,15.34909722
38332,15.36665179
38333,15.30800099
38334,15.3209127
38335,15.27928076
38336,15.2365625
38337,15.16635913
38338,14.99925099
38339,14.90365575
38340,14.87943452
38341,14.94628472
38342,14.9444246
38343,14.89258929
38344,14.86866567
38345,14.86594246
38346,14.83084325
38347,14.80341766
38348,14.63231647
38349,14.53913194
38350,14.53339782
38351,14.46844742
38352,14.36780754
38353,14.51205853
38354,14.56448909
38355,14.57994048
38356,14.62711806
38357,14.64426091
38358,14.51319445
38359,14.50002976
38360,14.60419643
38361,14.63768849
38362,14.65678571
38363,14.7522996
38364,14.81641548
38365,14.72929167
38366,14.623125
38367,14.56827381
38368,14.51237599
38369,14.45684028
38370,14.50671627
38371,14.61834722
38372,14.72439484
38373,14.82921131
38374,14.89862599
38375,14.91071429
38376,15.0088244
38377,15.229375
38378,15.24337798
38379,15.12583333
38380,15.04610119
38381,14.6443254
38382,14.38775298
38383,14.45579861
38384,14.49830357
38385,14.48825397
38386,14.48753472
38387,14.41680059
38388,14.34859623
38389,14.34335813
38390,14.27865079
38391,14.34498016
38392,14.41633433
38393,14.49944941
38394,14.67374008
38395,14.77394841
38396,14.70262897
38397,14.63332837
38398,14.58186012
38399,14.66175595
38400,14.74073413
38401,14.76459821
38402,14.91187004
38403,14.94116567
38404,14.98993552
38405,15.04899306
38406,15.00340278
38407,15.23556052
38408,15.27238591
38409,15.33915179
38410,15.32159226
38411,15.39580853
38412,15.41438988
38413,15.15776786
38414,15.08392857
38415,15.26261905
38416,15.06432182
38417,15.16099206
38418,15.09297619
38419,15.24516865
38420,15.16159226
38421,15.06356647
38422,15.12474206
38423,15.42040179
38424,14.98490575
38425,14.44600694
38426,14.39822421
38427,14.36827381
38428,14.46708333
38429,14.36313657
38430,14.66075397
38431,14.80588294
38432,14.2059623
38433,13.71577381
38434,13.3462252
38435,12.62056548
38436,12.4064159
38437,12.12863812
38438,12.50616948
38439,12.3277392
38440,11.27827547
38441,10.90755144
38442,11.19414497
38443,11.61510802
38444,12.03528164
38445,12.38357843
38446,12.19770392
38447,11.2687066
38448,11.52337886
38449,11.60751881
38450,10.75872685
38451,10.20212577
38452,10.20749229
38453,10.4845298
38454,10.93963011
38455,11.0483755
38456,11.43843502
38457,11.91285838
38458,12.22388455
38459,12.52885044
38460,12.7264881
38461,12.19827195
38462,12.4107149
38463,13.11423859
38464,13.25168093
38465,13.59094432
38466,13.0981064
38467,11.80139102
38468,12.49645771
38469,13.1472743
38470,13.46047805
38471,13.25612723
38472,13.73080233
38473,13.86271887
38474,13.41171565
38475,14.06797061
38476,14.73842758
38477,14.34676835
38478,13.0033972
38479,11.72142795
38480,11.90974144
38481,12.54190476
38482,11.60439546
38483,10.98913938
38484,11.4763397
38485,12.05639274
38486,12.3626605
38487,12.91885802
38488,13.0033642
38489,11.78481867
38490,12.60844907
38491,12.65341435
38492,12.40937886
38493,12.96200617
38494,12.64521605
38495,12.63542824
38496,12.86792438
38497,12.62386188
38498,12.68488426
38499,13.24372685
38500,13.14216821
38501,13.14034336
38502,12.94563272
38503,14.07050099
38504,14.59452877
38505,13.64439484
38506,12.91104663
38507,13.17353671
38508,12.92817956
38509,12.64139385
