site,date,temp_c
0,38886,12.23875
0,38887,12.0725
0,38888,12.71833333
0,38889,12.53833333
0,38890,13.03958333
0,38891,13.20875
0,38892,12.69472222
0,38893,12.42736111
0,38894,12.71819444
0,38895,12.33666667
0,38896,11.65222222
0,38897,12.15472222
0,38898,12.17263889
0,38899,11.64680556
0,38900,12.44319444
0,38901,12.34638889
0,38902,11.67263889
0,38903,12.15291667
0,38904,12.29486111
0,38905,12.29583333
0,38906,12.63277778
0,38907,13.09833333
0,38908,13.25986111
0,38909,13.28555556
0,38910,12.87375
0,38911,12.29319444
0,38912,12.45944444
0,38913,12.31125
0,38914,13.17111111
0,38915,12.4525
0,38916,13.21194444
0,38917,13.89486111
0,38918,14.26527778
0,38919,14.36458333
0,38920,14.73902778
0,38921,14.28541667
0,38922,14.80361111
0,38923,15.32611111
0,38924,17.31125
0,38925,15.63513889
0,38926,16.06805556
0,38927,16.09055556
0,38928,14.82777778
0,38929,15.44819444
0,38930,16.52791667
0,38931,15.37819444
0,38932,14.92236111
0,38933,15.2725
0,38934,17.46180556
0,38935,16.28027778
0,38936,15.15847222
0,38937,15.48333333
0,38938,15.04611111
0,38939,15.08791667
0,38940,14.98513889
0,38941,15.04402778
0,38942,14.99194444
0,38943,14.37486111
0,38944,14.11541667
0,38945,14.00319444
0,38946,14.62375
0,38947,14.49930556
0,38948,14.46986111
0,38949,14.35819444
0,38950,14.80736111
0,38951,14.69736111
0,38952,14.61388889
0,38954,13.90347222
0,38955,13.49944444
0,38956,13.17430556
0,38957,13.86805556
0,38958,14.50888889
0,38959,13.85583333
0,38960,13.82777778
0,38961,13.91416667
0,38962,13.91680556
0,38963,14.15972222
0,38964,13.63347222
0,38965,13.53819444
0,38966,13.44305556
0,38967,14.36805556
0,38968,13.84416667
0,38969,14.37763889
0,38970,14.57861111
0,38971,14.73027778
0,38972,14.82333333
0,38973,15.41402778
0,38974,15.86361111
0,38975,14.22569444
0,38976,13.46708333
0,38977,14.26194444
0,38978,14.74125
0,38979,15.52763889
0,38980,15.83833333
0,38981,16.35527778
0,38982,17.00638889
0,38983,18.01888889
0,38984,17.75541667
0,38985,17.11430556
0,38986,17.01708333
0,38987,15.46944444
0,38988,16.68611111
0,38989,15.51041667
0,38990,15.54763889
0,38991,15.09486111
0,38992,15.14736111
0,38993,15.10666667
0,38994,15.27597222
0,38995,15.90513889
0,38996,15.54763889
0,38997,14.80152778
0,38998,14.55611111
0,38999,15.24166667
0,39000,15.84291667
0,39001,15.97833333
0,39002,16.11208333
0,39003,16.18791667
0,39004,16.07986111
0,39005,15.64930556
0,39006,15.55416667
0,39007,15.07361111
0,39008,15.06513889
0,39009,15.57944444
0,39010,16.15722222
0,39011,15.35583333
0,39012,15.08402778
0,39013,14.82680556
0,39014,15.18305556
0,39015,15.40236111
0,39016,15.99875
0,39017,16.47972222
0,39018,16.08194444
0,39019,16.53263158
0,39020,16.57916667
0,39021,16.54069444
0,39023,15.75805556
0,39024,15.87152778
0,39025,14.92055556
0,39026,16.46555556
0,39027,16.36680556
0,39028,15.83527778
0,39029,15.88888889
0,39030,14.41888889
0,39031,16.33666667
0,39032,16.04930556
0,39033,14.80611111
0,39034,15.11666667
0,39035,13.35388889
0,39036,14.17041667
0,39037,15.70430556
0,39038,15.95486111
0,39039,15.2975
0,39040,16.03805556
0,39041,15.98791667
0,39042,16.03694444
0,39043,16.23027778
0,39044,16.28180556
0,39045,16.1575
0,39046,16.06958333
0,39047,15.63444444
0,39048,15.34902778
0,39049,13.79444444
0,39050,13.03569444
0,39051,14.94805556
0,39052,15.19847222
0,39053,14.90263889
0,39054,14.84708333
0,39055,15.16513889
0,39056,15.37152778
0,39057,15.31888889
0,39058,14.98569444
0,39059,14.96930556
0,39060,15.08875
0,39061,15.13166667
0,39062,14.85916667
0,39063,14.78138889
0,39064,14.53708333
0,39065,14.62777778
0,39066,14.70916667
0,39067,15.03736111
0,39068,14.61861111
0,39069,13.63375
0,39070,13.93263889
0,39071,14.24625
0,39072,14.45805556
0,39073,14.46833333
0,39074,14.44791667
0,39075,14.57347222
0,39076,14.58930556
0,39077,14.52763889
0,39078,14.42125
0,39079,12.37694444
0,39080,13.25666667
0,39081,13.86875
0,39082,13.70722222
0,39083,13.58847222
0,39084,14.02097222
0,39085,13.98972222
0,39086,14.04986111
0,39087,13.47263889
0,39088,13.21111111
0,39089,13.31986111
0,39090,13.46583333
0,39092,13.51916667
0,39093,13.58569444
0,39094,13.22222222
0,39095,12.86166667
0,39096,12.87986111
0,39097,12.68611111
0,39098,12.74416667
0,39099,12.87958333
0,39100,12.77013889
0,39101,12.83541667
0,39102,12.99194444
0,39103,13.14194444
0,39104,13.10902778
0,39105,13.21527778
0,39106,13.24986111
0,39107,13.29541667
0,39108,13.25180556
0,39109,13.27486111
0,39110,13.31486111
0,39111,13.61277778
0,39112,13.69513889
0,39113,13.72125
0,39114,13.5925
0,39115,13.62527778
0,39116,13.66680556
0,39117,13.6375
0,39118,13.63
0,39119,13.62819444
0,39120,13.63152778
0,39121,13.68027778
0,39122,13.67375
0,39123,13.70861111
0,39124,13.70375
0,39125,13.62444444
0,39126,13.16958333
0,39127,12.74694444
0,39128,12.84027778
0,39129,13.26583333
0,39130,13.49708333
0,39131,13.53666667
0,39132,13.45875
0,39133,13.46791667
0,39134,13.56097222
0,39135,13.90833333
0,39136,13.54861111
0,39137,13.06125
0,39138,12.86027778
0,39139,12.13486111
0,39140,11.18319444
0,39141,10.96180556
0,39142,10.78291667
0,39143,10.70583333
0,39144,10.78111111
0,39145,11.20319444
0,39146,11.52583333
0,39147,11.71305556
0,39148,12.17125
0,39149,11.97569444
0,39150,12.28527778
0,39151,13.05777778
0,39152,12.92882353
0,39153,12.75986111
0,39154,13.2575
0,39155,13.47694444
0,39156,13.25777778
0,39157,12.92041667
0,39158,12.13041667
0,39159,12.20263889
0,39160,12.37097222
0,39161,12.60527778
0,39162,12.2425
0,39163,12.35069444
0,39164,12.34333333
0,39165,13.03027778
0,39166,12.84069444
0,39167,13.29333333
0,39168,12.15944444
0,39169,10.94638889
0,39170,10.61597222
0,39171,10.88916667
0,39172,11.99
0,39173,12.57847222
0,39174,13.01138889
0,39176,12.23236111
0,39177,12.4275
0,39178,11.92680556
0,39179,12.27916667
0,39180,12.70847222
0,39181,12.79388889
0,39182,12.39
0,39183,12.64986111
0,39184,11.19180556
0,39185,10.48333333
0,39186,10.86041667
0,39187,10.98180556
0,39188,10.29097222
0,39189,10.50666667
0,39190,10.34152778
0,39191,9.757222222
0,39192,10.10736111
0,39193,10.42875
0,39194,11.10611111
0,39195,10.51055556
0,39196,10.80958333
0,39197,11.36888889
0,39198,10.84597222
0,39199,11.47416667
0,39200,11.91527778
0,39201,12.50347222
0,39202,11.85833333
0,39203,11.82111111
0,39204,12.25569444
0,39205,10.4825
0,39206,9.984583333
0,39207,9.591805556
0,39208,10.03041667
0,39209,10.92277778
0,39210,11.34694444
0,39211,11.45777778
0,39212,12.16125
0,39213,11.37736111
0,39214,10.61875
0,39215,11.27361111
0,39216,11.07958333
0,39217,10.66652778
0,39218,10.66569444
0,39219,10.59430556
0,39220,10.81722222
0,39221,10.98166667
0,39222,11.86402778
0,39223,11.5675
0,39224,11.56263889
0,39225,11.61777778
0,39226,12.16291667
0,39227,11.91388889
0,39228,11.52263889
0,39229,11.89208333
0,39230,12.03888889
0,39231,12.02097222
0,39232,11.82541667
0,39233,11.57694444
0,39234,11.79583333
0,39235,12.67555556
0,39236,12.27972222
0,39237,12.90791667
0,39238,12.68763889
0,39239,11.11236111
0,39240,10.57125
0,39241,11.11666667
0,39242,12.03388889
0,39243,12.22833333
0,39244,12.66611111
0,39245,12.76736111
0,39246,12.96388889
0,39247,14.04125
0,39248,13.57069444
0,39249,13.63458333
0,39250,14.34541667
0,39251,14.75527778
0,39252,14.10972222
0,39253,13.51125
0,39254,13.58541667
0,39255,13.89402778
0,39256,14.53819444
0,39257,14.07569444
0,39259,14.10569444
0,39260,13.74458333
0,39261,14.8775
0,39262,14.64527778
0,39263,14.72472222
0,39264,15.31847222
0,39265,16.00875
0,39266,15.16111111
0,39267,13.44555556
0,39268,13.96819444
0,39269,14.90666667
0,39270,14.02944444
0,39271,14.53694444
0,39272,13.50930556
0,39273,14.05
0,39274,14.94833333
0,39275,13.55541667
0,39276,13.69722222
0,39277,15.11097222
0,39278,13.96111111
0,39279,12.78986111
0,39280,12.73958333
0,39281,13.54597222
0,39282,13.01694444
0,39283,14.02583333
0,39284,13.36555556
0,39285,14.13055556
0,39286,13.98694444
0,39287,14.41902778
0,39288,14.73069444
0,39289,15.71888889
0,39290,15.56930556
0,39291,15.88666667
0,39292,15.30305556
0,39293,16.04180556
0,39294,15.52694444
0,39295,15.92666667
0,39296,14.53194444
0,39297,16.04902778
0,39298,15.79430556
0,39299,14.79416667
0,39300,15.25541667
0,39301,14.32819444
0,39302,13.98513889
0,39303,13.43722222
0,39304,13.43583333
0,39305,13.33777778
0,39306,13.73541667
0,39307,13.95486111
0,39308,14.01111111
0,39309,14.07430556
0,39310,13.90111111
0,39311,13.98666667
0,39312,13.24291667
0,39313,13.39347222
0,39314,13.46236111
0,39315,13.83847222
0,39316,14.55680556
0,39317,14.29791667
0,39318,14.48541667
0,39319,14.36625
0,39320,14.03902778
0,39321,14.35833333
0,39322,13.52722222
0,39323,13.43305556
0,39324,13.83541667
0,39325,13.15444444
0,39326,13.10972222
0,39327,13.39138889
0,39328,13.22472222
0,39329,13.56333333
0,39330,13.36763889
0,39331,12.81222222
0,39332,13.74666667
0,39333,14.59625
0,39334,13.94805556
0,39335,13.73194444
0,39336,13.77486111
0,39337,14.03138889
0,39338,14.00875
0,39339,13.17791667
0,39340,12.90805556
0,39341,14.13541667
0,39342,15.27958333
0,39343,14.69375
0,39345,12.96458333
0,39346,14.28263889
0,39347,14.52194444
0,39348,15.32388889
0,39349,15.60902778
0,39350,15.01583333
0,39351,15.63097222
0,39352,14.89611111
0,39353,14.53277778
0,39354,13.77166667
0,39355,14.24694444
0,39356,14.14013889
0,39357,14.79444444
0,39358,14.71930556
0,39359,14.30347222
0,39360,12.54861111
0,39361,11.55402778
0,39362,11.47958333
0,39363,12.16347222
0,39364,12.80527778
0,39365,12.44847222
0,39366,12.10138889
0,39367,12.58180556
0,39368,12.63152778
0,39369,12.62458333
0,39370,12.52083333
0,39371,11.97916667
0,39372,11.27138889
0,39373,10.52388889
0,39374,10.90277778
0,39375,11.01638889
0,39376,11.11388889
0,39377,11.80652778
0,39378,11.81208333
0,39379,12.83263889
0,39380,12.19138889
0,39381,12.54861111
0,39382,12.78611111
0,39383,12.69888889
0,39384,13.02652778
0,39385,12.94041667
0,39386,13.12805556
0,39387,13.57541667
0,39388,14.04597222
0,39389,13.84569444
0,39390,14.23381579
0,39391,14.39666667
0,39392,13.90638889
0,39393,13.55736111
0,39394,13.535
0,39395,13.50180556
0,39396,12.82541667
0,39397,13.33069444
0,39398,13.70166667
0,39399,14.18722222
0,39400,13.67263889
0,39401,13.55527778
0,39402,13.60875
0,39403,13.82194444
0,39404,14.23513889
0,39405,13.62625
0,39406,13.81805556
0,39407,13.9575
0,39408,13.65916667
0,39409,13.58027778
0,39410,13.44180556
0,39411,13.33333333
0,39412,13.15458333
0,39413,13.43291667
0,39414,13.26166667
0,39415,13.33
0,39416,13.75180556
0,39417,12.855
0,39418,12.78694444
0,39419,12.89930556
0,39420,13.02347222
0,39421,12.98
0,39422,13.25388889
0,39423,13.37763889
0,39424,12.28083333
0,39425,11.85138889
0,39427,12.89791667
0,39428,13.24555556
0,39429,13.42583333
0,39430,13.13472222
0,39431,13.17625
0,39432,13.50861111
0,39433,13.56263889
0,39434,13.76763889
0,39435,13.70097222
0,39436,13.71888889
0,39437,13.24416667
0,39438,13.10694444
0,39439,13.07277778
0,39440,12.75611111
0,39441,12.54972222
0,39442,12.72958333
0,39443,11.73611111
0,39444,11.95027778
0,39445,12.39041667
0,39446,12.72097222
0,39447,12.95180556
0,39448,13.06861111
0,39449,12.84097222
0,39450,13.01027778
0,39451,13.06611111
0,39452,13.13
0,39453,13.10791667
0,39454,13.11236111
0,39455,13.02236111
0,39456,12.92486111
0,39457,12.93083333
0,39458,13.04958333
0,39459,13.20166667
0,39460,13.24277778
0,39461,13.29
0,39462,13.15638889
0,39463,12.8425
0,39464,12.79416667
0,39465,13.08
0,39466,12.76083333
0,39467,13.03069444
0,39468,12.92402778
0,39469,13.03111111
0,39470,13.07611111
0,39471,12.92888889
0,39472,12.90833333
0,39473,12.92194444
0,39474,12.91902778
0,39475,13.06333333
0,39476,13.08222222
0,39477,12.86736111
0,39478,12.67083333
0,39479,12.71138889
0,39480,12.25402778
0,39481,12.40027778
0,39482,11.70319444
0,39483,11.68930556
0,39484,11.74638889
0,39485,12.02319444
0,39486,12.29791667
0,39487,12.58013889
0,39488,12.62430556
0,39489,12.62319444
0,39490,12.37611111
0,39491,12.43763889
0,39492,12.43902778
0,39493,12.57625
0,39494,12.61319444
0,39495,12.85222222
0,39496,13.04805556
0,39497,13.04097222
0,39498,12.97583333
0,39499,12.51597222
0,39500,12.86236111
0,39501,12.82833333
0,39502,12.69861111
0,39503,12.74208333
0,39504,12.78986111
0,39505,12.77194444
0,39506,12.96097222
0,39507,13.17208333
0,39508,13.17708333
0,39509,12.61319444
0,39510,12.55194444
0,39511,12.33736111
0,39512,12.5175
0,39513,12.41958333
0,39514,12.55555556
0,39515,12.32375
0,39516,11.77647059
0,39517,11.89986111
0,39518,12.31069444
0,39519,12.27902778
0,39520,11.52722222
0,39521,10.705
0,39522,10.39791667
0,39523,10.05444444
0,39524,10.04694444
0,39525,10.22333333
0,39526,11.08208333
0,39527,11.85611111
0,39528,11.11083333
0,39529,11.56819444
0,39530,11.13055556
0,39531,11.52347222
0,39532,11.47361111
0,39533,11.31055556
0,39534,10.29416667
0,39535,10.73347222
0,39536,10.83152778
