site,location,date,column_position,temp_c,category,,,,,,,
,,,,,,,MOHK,inside,37763,bottom,14.13253472,inside_bottom
,,,,,,,MOHK,inside,37764,bottom,14.22493056,inside_bottom
,,,,,,,MOHK,inside,37765,bottom,13.08385417,inside_bottom
,,,,,,,MOHK,inside,37766,bottom,14.44541667,inside_bottom
,,,,,,,MOHK,inside,37767,bottom,15.00927083,inside_bottom
,,,,,,,MOHK,inside,37768,bottom,15.17513889,inside_bottom
,,,,,,,MOHK,inside,37769,bottom,15.03559028,inside_bottom
,,,,,,,MOHK,inside,37770,bottom,15.44461806,inside_bottom
,,,,,,,MOHK,inside,37771,bottom,15.48125,inside_bottom
,,,,,,,MOHK,inside,37772,bottom,15.59770833,inside_bottom
,,,,,,,MOHK,inside,37773,bottom,15.61201389,inside_bottom
,,,,,,,MOHK,inside,37774,bottom,15.42319444,inside_bottom
,,,,,,,MOHK,inside,37775,bottom,15.55784722,inside_bottom
,,,,,,,MOHK,inside,37776,bottom,15.468125,inside_bottom
,,,,,,,MOHK,inside,37777,bottom,15.05322917,inside_bottom
,,,,,,,MOHK,inside,37778,bottom,14.54017361,inside_bottom
,,,,,,,MOHK,inside,37779,bottom,14.52399306,inside_bottom
,,,,,,,MOHK,inside,37780,bottom,14.82572917,inside_bottom
,,,,,,,MOHK,inside,37781,bottom,14.99576389,inside_bottom
,,,,,,,MOHK,inside,37782,bottom,15.22569444,inside_bottom
,,,,,,,MOHK,inside,37783,bottom,14.77430556,inside_bottom
,,,,,,,MOHK,inside,37784,bottom,15.34305556,inside_bottom
,,,,,,,MOHK,inside,37785,bottom,15.33430556,inside_bottom
,,,,,,,MOHK,inside,37786,bottom,15.33329861,inside_bottom
,,,,,,,MOHK,inside,37787,bottom,15.46159722,inside_bottom
,,,,,,,MOHK,inside,37788,bottom,16.03697917,inside_bottom
,,,,,,,MOHK,inside,37789,bottom,15.89875,inside_bottom
,,,,,,,MOHK,inside,37790,bottom,15.87534722,inside_bottom
,,,,,,,MOHK,inside,37791,bottom,15.59211806,inside_bottom
,,,,,,,MOHK,inside,37792,bottom,15.70753472,inside_bottom
,,,,,,,MOHK,inside,37793,bottom,15.64277778,inside_bottom
,,,,,,,MOHK,inside,37794,bottom,15.11666667,inside_bottom
,,,,,,,MOHK,inside,37795,bottom,15.20128472,inside_bottom
,,,,,,,MOHK,inside,37796,bottom,15.45600694,inside_bottom
,,,,,,,MOHK,inside,37797,bottom,16.12677083,inside_bottom
,,,,,,,MOHK,inside,37798,bottom,16.40815972,inside_bottom
,,,,,,,MOHK,inside,37799,bottom,15.80375,inside_bottom
,,,,,,,MOHK,inside,37800,bottom,16.27736111,inside_bottom
,,,,,,,MOHK,inside,37801,bottom,16.80777778,inside_bottom
,,,,,,,MOHK,inside,37802,bottom,17.17378472,inside_bottom
,,,,,,,MOHK,inside,37803,bottom,16.57576389,inside_bottom
,,,,,,,MOHK,inside,37804,bottom,16.54239583,inside_bottom
,,,,,,,MOHK,inside,37805,bottom,15.28885417,inside_bottom
,,,,,,,MOHK,inside,37806,bottom,14.25777778,inside_bottom
,,,,,,,MOHK,inside,37807,bottom,14.1315625,inside_bottom
,,,,,,,MOHK,inside,37808,bottom,15.0096875,inside_bottom
,,,,,,,MOHK,inside,37809,bottom,15.28097222,inside_bottom
,,,,,,,MOHK,inside,37810,bottom,15.23510417,inside_bottom
,,,,,,,MOHK,inside,37811,bottom,15.87989583,inside_bottom
,,,,,,,MOHK,inside,37812,bottom,15.76368056,inside_bottom
,,,,,,,MOHK,inside,37813,bottom,16.38940972,inside_bottom
,,,,,,,MOHK,inside,37814,bottom,16.98413194,inside_bottom
,,,,,,,MOHK,inside,37815,bottom,17.95743056,inside_bottom
,,,,,,,MOHK,inside,37816,bottom,18.54472222,inside_bottom
,,,,,,,MOHK,inside,37817,bottom,18.80006944,inside_bottom
,,,,,,,MOHK,inside,37818,bottom,18.736875,inside_bottom
,,,,,,,MOHK,inside,37819,bottom,17.79579861,inside_bottom
,,,,,,,MOHK,inside,37820,bottom,18.50493056,inside_bottom
,,,,,,,MOHK,inside,37821,bottom,18.11878472,inside_bottom
,,,,,,,MOHK,inside,37822,bottom,18.22677083,inside_bottom
,,,,,,,MOHK,inside,37823,bottom,18.39361111,inside_bottom
,,,,,,,MOHK,inside,37824,bottom,18.36798611,inside_bottom
,,,,,,,MOHK,inside,37825,bottom,18.49381944,inside_bottom
,,,,,,,MOHK,inside,37826,bottom,19.00854167,inside_bottom
,,,,,,,MOHK,inside,37827,bottom,18.7175,inside_bottom
,,,,,,,MOHK,inside,37828,bottom,17.1790625,inside_bottom
,,,,,,,MOHK,inside,37829,bottom,15.23076389,inside_bottom
,,,,,,,MOHK,inside,37830,bottom,15.42510417,inside_bottom
,,,,,,,MOHK,inside,37831,bottom,14.98649306,inside_bottom
,,,,,,,MOHK,inside,37832,bottom,16.58184028,inside_bottom
,,,,,,,MOHK,inside,37833,bottom,18.22503472,inside_bottom
,,,,,,,MOHK,inside,37834,bottom,17.40069444,inside_bottom
,,,,,,,MOHK,inside,37835,bottom,16.62548611,inside_bottom
,,,,,,,MOHK,inside,37836,bottom,15.95010417,inside_bottom
,,,,,,,MOHK,inside,37837,bottom,15.97305556,inside_bottom
,,,,,,,MOHK,inside,37838,bottom,16.15704861,inside_bottom
,,,,,,,MOHK,inside,37839,bottom,15.0075,inside_bottom
,,,,,,,MOHK,inside,37840,bottom,14.87076389,inside_bottom
,,,,,,,MOHK,inside,37841,bottom,14.95381944,inside_bottom
,,,,,,,MOHK,inside,37842,bottom,15.63305556,inside_bottom
,,,,,,,MOHK,inside,37843,bottom,15.90201389,inside_bottom
,,,,,,,MOHK,inside,37844,bottom,15.7975,inside_bottom
,,,,,,,MOHK,inside,37845,bottom,15.92371528,inside_bottom
,,,,,,,MOHK,inside,37846,bottom,15.63784722,inside_bottom
,,,,,,,MOHK,inside,37847,bottom,15.06614583,inside_bottom
,,,,,,,MOHK,inside,37848,bottom,15.16065972,inside_bottom
,,,,,,,MOHK,inside,37849,bottom,15.07697917,inside_bottom
,,,,,,,MOHK,inside,37850,bottom,14.73298611,inside_bottom
,,,,,,,MOHK,inside,37851,bottom,13.84940972,inside_bottom
,,,,,,,MOHK,inside,37852,bottom,13.80715278,inside_bottom
,,,,,,,MOHK,inside,37853,bottom,13.86024306,inside_bottom
,,,,,,,MOHK,inside,37854,bottom,12.80708333,inside_bottom
,,,,,,,MOHK,inside,37855,bottom,13.4234375,inside_bottom
,,,,,,,MOHK,inside,37856,bottom,13.96659722,inside_bottom
,,,,,,,MOHK,inside,37857,bottom,14.64934028,inside_bottom
,,,,,,,MOHK,inside,37858,bottom,13.71114583,inside_bottom
,,,,,,,MOHK,inside,37859,bottom,13.47925764,inside_bottom
,,,,,,,MOHK,inside,37861,bottom,14.1,inside_bottom
,,,,,,,MOHK,inside,37862,bottom,15.31395833,inside_bottom
,,,,,,,MOHK,inside,37863,bottom,15.14104167,inside_bottom
,,,,,,,MOHK,inside,37864,bottom,13.74802083,inside_bottom
,,,,,,,MOHK,inside,37865,bottom,14.18458333,inside_bottom
,,,,,,,MOHK,inside,37866,bottom,14.69510417,inside_bottom
,,,,,,,MOHK,inside,37867,bottom,13.64177083,inside_bottom
,,,,,,,MOHK,inside,37868,bottom,13.70104167,inside_bottom
,,,,,,,MOHK,inside,37869,bottom,13.78947917,inside_bottom
,,,,,,,MOHK,inside,37870,bottom,14.64458333,inside_bottom
,,,,,,,MOHK,inside,37871,bottom,16.128125,inside_bottom
,,,,,,,MOHK,inside,37872,bottom,16.57010417,inside_bottom
,,,,,,,MOHK,inside,37873,bottom,16.99041667,inside_bottom
,,,,,,,MOHK,inside,37874,bottom,17.57979167,inside_bottom
,,,,,,,MOHK,inside,37875,bottom,16.95052083,inside_bottom
,,,,,,,MOHK,inside,37876,bottom,17.485,inside_bottom
,,,,,,,MOHK,inside,37877,bottom,18.00114583,inside_bottom
,,,,,,,MOHK,inside,37878,bottom,17.70614583,inside_bottom
,,,,,,,MOHK,inside,37879,bottom,16.65916667,inside_bottom
,,,,,,,MOHK,inside,37880,bottom,16.9659375,inside_bottom
,,,,,,,MOHK,inside,37881,bottom,17.35989583,inside_bottom
,,,,,,,MOHK,inside,37882,bottom,17.50645833,inside_bottom
,,,,,,,MOHK,inside,37883,bottom,17.361875,inside_bottom
,,,,,,,MOHK,inside,37884,bottom,17.004375,inside_bottom
,,,,,,,MOHK,inside,37885,bottom,16.52145833,inside_bottom
,,,,,,,MOHK,inside,37886,bottom,16.84072917,inside_bottom
,,,,,,,MOHK,inside,37887,bottom,16.2384375,inside_bottom
,,,,,,,MOHK,inside,37888,bottom,16.0040625,inside_bottom
,,,,,,,MOHK,inside,37889,bottom,16.3375,inside_bottom
,,,,,,,MOHK,inside,37890,bottom,16.1246875,inside_bottom
,,,,,,,MOHK,inside,37891,bottom,15.815,inside_bottom
,,,,,,,MOHK,inside,37892,bottom,15.97458333,inside_bottom
,,,,,,,MOHK,inside,37893,bottom,15.68416667,inside_bottom
,,,,,,,MOHK,inside,37894,bottom,15.54208333,inside_bottom
,,,,,,,MOHK,inside,37895,bottom,14.69479167,inside_bottom
,,,,,,,MOHK,inside,37896,bottom,14.35635417,inside_bottom
,,,,,,,MOHK,inside,37897,bottom,15.04270833,inside_bottom
,,,,,,,MOHK,inside,37898,bottom,15.36572917,inside_bottom
,,,,,,,MOHK,inside,37899,bottom,15.81302083,inside_bottom
,,,,,,,MOHK,inside,37900,bottom,16.044375,inside_bottom
,,,,,,,MOHK,inside,37901,bottom,16.10541667,inside_bottom
,,,,,,,MOHK,inside,37902,bottom,16.1215625,inside_bottom
,,,,,,,MOHK,inside,37903,bottom,16.05708333,inside_bottom
,,,,,,,MOHK,inside,37904,bottom,16.4996875,inside_bottom
,,,,,,,MOHK,inside,37905,bottom,16.60041667,inside_bottom
,,,,,,,MOHK,inside,37906,bottom,16.52302083,inside_bottom
,,,,,,,MOHK,inside,37907,bottom,17.10395833,inside_bottom
,,,,,,,MOHK,inside,37908,bottom,17.97177083,inside_bottom
,,,,,,,MOHK,inside,37909,bottom,18.17239583,inside_bottom
,,,,,,,MOHK,inside,37910,bottom,17.7465625,inside_bottom
,,,,,,,MOHK,inside,37911,bottom,17.42458333,inside_bottom
,,,,,,,MOHK,inside,37912,bottom,17.8628125,inside_bottom
,,,,,,,MOHK,inside,37913,bottom,18.03291667,inside_bottom
,,,,,,,MOHK,inside,37914,bottom,17.91041667,inside_bottom
,,,,,,,MOHK,inside,37915,bottom,17.88739583,inside_bottom
,,,,,,,MOHK,inside,37916,bottom,17.58166667,inside_bottom
,,,,,,,MOHK,inside,37917,bottom,17.55739583,inside_bottom
,,,,,,,MOHK,inside,37918,bottom,17.8728125,inside_bottom
,,,,,,,MOHK,inside,37919,bottom,17.56020833,inside_bottom
,,,,,,,MOHK,inside,37920,bottom,17.41815217,inside_bottom
,,,,,,,MOHK,inside,37921,bottom,17.37739583,inside_bottom
,,,,,,,MOHK,inside,37922,bottom,17.05083333,inside_bottom
,,,,,,,MOHK,inside,37923,bottom,17.633125,inside_bottom
,,,,,,,MOHK,inside,37924,bottom,17.4409375,inside_bottom
,,,,,,,MOHK,inside,37925,bottom,17.5728125,inside_bottom
,,,,,,,MOHK,inside,37926,bottom,17.5725,inside_bottom
,,,,,,,MOHK,inside,37927,bottom,17.511875,inside_bottom
,,,,,,,MOHK,inside,37928,bottom,17.29083333,inside_bottom
,,,,,,,MOHK,inside,37929,bottom,16.9296875,inside_bottom
,,,,,,,MOHK,inside,37930,bottom,16.84510417,inside_bottom
,,,,,,,MOHK,inside,37931,bottom,16.799375,inside_bottom
,,,,,,,MOHK,inside,37932,bottom,16.81208333,inside_bottom
,,,,,,,MOHK,inside,37933,bottom,16.91177083,inside_bottom
,,,,,,,MOHK,inside,37934,bottom,16.91572917,inside_bottom
,,,,,,,MOHK,inside,37935,bottom,17.09052083,inside_bottom
,,,,,,,MOHK,inside,37936,bottom,16.84572917,inside_bottom
,,,,,,,MOHK,inside,37937,bottom,16.7025,inside_bottom
,,,,,,,MOHK,inside,37938,bottom,16.68239583,inside_bottom
,,,,,,,MOHK,inside,37939,bottom,16.5665625,inside_bottom
,,,,,,,MOHK,inside,37940,bottom,16.04552083,inside_bottom
,,,,,,,MOHK,inside,37941,bottom,15.1346875,inside_bottom
,,,,,,,MOHK,inside,37942,bottom,15.4525,inside_bottom
,,,,,,,MOHK,inside,37943,bottom,16.00875,inside_bottom
,,,,,,,MOHK,inside,37944,bottom,15.94520833,inside_bottom
,,,,,,,MOHK,inside,37945,bottom,15.75458333,inside_bottom
,,,,,,,MOHK,inside,37946,bottom,15.83520833,inside_bottom
,,,,,,,MOHK,inside,37947,bottom,15.47010417,inside_bottom
,,,,,,,MOHK,inside,37948,bottom,15.40302083,inside_bottom
,,,,,,,MOHK,inside,37949,bottom,15.18385417,inside_bottom
,,,,,,,MOHK,inside,37950,bottom,15.02166667,inside_bottom
,,,,,,,MOHK,inside,37951,bottom,14.89072917,inside_bottom
,,,,,,,MOHK,inside,37952,bottom,14.88666667,inside_bottom
,,,,,,,MOHK,inside,37953,bottom,14.80895833,inside_bottom
,,,,,,,MOHK,inside,37954,bottom,14.62177083,inside_bottom
,,,,,,,MOHK,inside,37955,bottom,14.59416667,inside_bottom
,,,,,,,MOHK,inside,37956,bottom,14.51625,inside_bottom
,,,,,,,MOHK,inside,37957,bottom,14.52541667,inside_bottom
,,,,,,,MOHK,inside,37958,bottom,14.46625,inside_bottom
,,,,,,,MOHK,inside,37959,bottom,14.58895833,inside_bottom
,,,,,,,MOHK,inside,37960,bottom,14.854375,inside_bottom
,,,,,,,MOHK,inside,37961,bottom,14.95208333,inside_bottom
,,,,,,,MOHK,inside,37962,bottom,14.91208333,inside_bottom
,,,,,,,MOHK,inside,37963,bottom,14.41260417,inside_bottom
,,,,,,,MOHK,inside,37964,bottom,14.47770833,inside_bottom
,,,,,,,MOHK,inside,37965,bottom,14.64,inside_bottom
,,,,,,,MOHK,inside,37966,bottom,14.21989583,inside_bottom
,,,,,,,MOHK,inside,37967,bottom,13.50135417,inside_bottom
,,,,,,,MOHK,inside,37968,bottom,13.8603125,inside_bottom
,,,,,,,MOHK,inside,37969,bottom,14.27260417,inside_bottom
,,,,,,,MOHK,inside,37970,bottom,14.22833333,inside_bottom
,,,,,,,MOHK,inside,37971,bottom,14.0615625,inside_bottom
,,,,,,,MOHK,inside,37972,bottom,14.0590625,inside_bottom
,,,,,,,MOHK,inside,37973,bottom,14.07697917,inside_bottom
,,,,,,,MOHK,inside,37974,bottom,13.98177083,inside_bottom
,,,,,,,MOHK,inside,37975,bottom,14.020625,inside_bottom
,,,,,,,MOHK,inside,37976,bottom,14.14166667,inside_bottom
,,,,,,,MOHK,inside,37977,bottom,14.10385417,inside_bottom
,,,,,,,MOHK,inside,37978,bottom,13.87052083,inside_bottom
,,,,,,,MOHK,inside,37979,bottom,13.8878125,inside_bottom
,,,,,,,MOHK,inside,37980,bottom,14.10625,inside_bottom
,,,,,,,MOHK,inside,37981,bottom,13.6396875,inside_bottom
,,,,,,,MOHK,inside,37982,bottom,12.80927083,inside_bottom
,,,,,,,MOHK,inside,37983,bottom,12.83427083,inside_bottom
,,,,,,,MOHK,inside,37984,bottom,12.97375,inside_bottom
,,,,,,,MOHK,inside,37985,bottom,12.70135417,inside_bottom
,,,,,,,MOHK,inside,37986,bottom,13.15041667,inside_bottom
,,,,,,,MOHK,inside,37987,bottom,13.00927083,inside_bottom
,,,,,,,MOHK,inside,37988,bottom,13.13614583,inside_bottom
,,,,,,,MOHK,inside,37989,bottom,12.75354167,inside_bottom
,,,,,,,MOHK,inside,37990,bottom,12.493125,inside_bottom
,,,,,,,MOHK,inside,37991,bottom,12.68375,inside_bottom
,,,,,,,MOHK,inside,37992,bottom,12.716875,inside_bottom
,,,,,,,MOHK,inside,37993,bottom,12.88697917,inside_bottom
,,,,,,,MOHK,inside,37994,bottom,12.9459375,inside_bottom
,,,,,,,MOHK,inside,37995,bottom,12.8478125,inside_bottom
,,,,,,,MOHK,inside,37996,bottom,12.96395833,inside_bottom
,,,,,,,MOHK,inside,37997,bottom,13.09416667,inside_bottom
,,,,,,,MOHK,inside,37998,bottom,13.23354167,inside_bottom
,,,,,,,MOHK,inside,37999,bottom,13.24708333,inside_bottom
,,,,,,,MOHK,inside,38000,bottom,13.20885417,inside_bottom
,,,,,,,MOHK,inside,38001,bottom,13.4109375,inside_bottom
,,,,,,,MOHK,inside,38002,bottom,13.5825,inside_bottom
,,,,,,,MOHK,inside,38003,bottom,13.5196875,inside_bottom
,,,,,,,MOHK,inside,38004,bottom,13.48541667,inside_bottom
,,,,,,,MOHK,inside,38005,bottom,13.60677083,inside_bottom
,,,,,,,MOHK,inside,38006,bottom,13.77354167,inside_bottom
,,,,,,,MOHK,inside,38007,bottom,13.75697917,inside_bottom
,,,,,,,MOHK,inside,38008,bottom,13.8365625,inside_bottom
,,,,,,,MOHK,inside,38009,bottom,13.94760417,inside_bottom
,,,,,,,MOHK,inside,38010,bottom,13.85802083,inside_bottom
,,,,,,,MOHK,inside,38011,bottom,13.81677083,inside_bottom
,,,,,,,MOHK,inside,38012,bottom,13.91239583,inside_bottom
,,,,,,,MOHK,inside,38013,bottom,13.8640625,inside_bottom
,,,,,,,MOHK,inside,38014,bottom,13.80927083,inside_bottom
,,,,,,,MOHK,inside,38015,bottom,13.79552083,inside_bottom
,,,,,,,MOHK,inside,38016,bottom,13.941875,inside_bottom
,,,,,,,MOHK,inside,38017,bottom,13.68364583,inside_bottom
,,,,,,,MOHK,inside,38018,bottom,13.61989583,inside_bottom
,,,,,,,MOHK,inside,38019,bottom,13.4771875,inside_bottom
,,,,,,,MOHK,inside,38020,bottom,13.29979167,inside_bottom
,,,,,,,MOHK,inside,38021,bottom,12.32739583,inside_bottom
,,,,,,,MOHK,inside,38022,bottom,12.16135417,inside_bottom
,,,,,,,MOHK,inside,38023,bottom,12.30875,inside_bottom
,,,,,,,MOHK,inside,38024,bottom,12.60385417,inside_bottom
,,,,,,,MOHK,inside,38025,bottom,12.91489583,inside_bottom
,,,,,,,MOHK,inside,38026,bottom,12.86520833,inside_bottom
,,,,,,,MOHK,inside,38027,bottom,12.82677083,inside_bottom
,,,,,,,MOHK,inside,38028,bottom,13.03197917,inside_bottom
,,,,,,,MOHK,inside,38029,bottom,13.20177083,inside_bottom
,,,,,,,MOHK,inside,38030,bottom,13.22989583,inside_bottom
,,,,,,,MOHK,inside,38031,bottom,13.3696875,inside_bottom
,,,,,,,MOHK,inside,38032,bottom,13.54697917,inside_bottom
,,,,,,,MOHK,inside,38033,bottom,13.5275,inside_bottom
,,,,,,,MOHK,inside,38034,bottom,13.2790625,inside_bottom
,,,,,,,MOHK,inside,38035,bottom,13.20239583,inside_bottom
,,,,,,,MOHK,inside,38036,bottom,13.11479167,inside_bottom
,,,,,,,MOHK,inside,38037,bottom,13.00010417,inside_bottom
,,,,,,,MOHK,inside,38038,bottom,12.78552083,inside_bottom
,,,,,,,MOHK,inside,38039,bottom,12.67510417,inside_bottom
,,,,,,,MOHK,inside,38040,bottom,13.0359375,inside_bottom
,,,,,,,MOHK,inside,38041,bottom,13.35677083,inside_bottom
,,,,,,,MOHK,inside,38042,bottom,13.32010417,inside_bottom
,,,,,,,MOHK,inside,38043,bottom,13.31552083,inside_bottom
,,,,,,,MOHK,inside,38044,bottom,13.03770833,inside_bottom
,,,,,,,MOHK,inside,38045,bottom,12.64552083,inside_bottom
,,,,,,,MOHK,inside,38046,bottom,12.68260417,inside_bottom
,,,,,,,MOHK,inside,38047,bottom,12.78375,inside_bottom
,,,,,,,MOHK,inside,38048,bottom,12.81802083,inside_bottom
,,,,,,,MOHK,inside,38049,bottom,13.1225,inside_bottom
,,,,,,,MOHK,inside,38050,bottom,13.37510417,inside_bottom
,,,,,,,MOHK,inside,38051,bottom,13.5209375,inside_bottom
,,,,,,,MOHK,inside,38052,bottom,13.51229167,inside_bottom
,,,,,,,MOHK,inside,38053,bottom,13.58333333,inside_bottom
,,,,,,,MOHK,inside,38054,bottom,13.60635417,inside_bottom
,,,,,,,MOHK,inside,38055,bottom,13.85145833,inside_bottom
,,,,,,,MOHK,inside,38056,bottom,13.80291667,inside_bottom
,,,,,,,MOHK,inside,38057,bottom,13.70625,inside_bottom
,,,,,,,MOHK,inside,38058,bottom,14.35802083,inside_bottom
,,,,,,,MOHK,inside,38059,bottom,14.5853125,inside_bottom
,,,,,,,MOHK,inside,38060,bottom,14.32239583,inside_bottom
,,,,,,,MOHK,inside,38061,bottom,14.05104167,inside_bottom
,,,,,,,MOHK,inside,38062,bottom,14.11083333,inside_bottom
,,,,,,,MOHK,inside,38063,bottom,14.49864583,inside_bottom
,,,,,,,MOHK,inside,38064,bottom,14.74572917,inside_bottom
,,,,,,,MOHK,inside,38065,bottom,14.98041667,inside_bottom
,,,,,,,MOHK,inside,38066,bottom,14.6053125,inside_bottom
,,,,,,,MOHK,inside,38067,bottom,14.36916667,inside_bottom
,,,,,,,MOHK,inside,38068,bottom,14.629375,inside_bottom
,,,,,,,MOHK,inside,38069,bottom,14.63625,inside_bottom
,,,,,,,MOHK,inside,38070,bottom,14.68208333,inside_bottom
,,,,,,,MOHK,inside,38071,bottom,15.07229167,inside_bottom
,,,,,,,MOHK,inside,38072,bottom,13.00364583,inside_bottom
,,,,,,,MOHK,inside,38073,bottom,12.91875,inside_bottom
,,,,,,,MOHK,inside,38074,bottom,14.03913043,inside_bottom
,,,,,,,MOHK,inside,38075,bottom,14.14604167,inside_bottom
,,,,,,,MOHK,inside,38076,bottom,14.39614583,inside_bottom
,,,,,,,MOHK,inside,38077,bottom,14.95416667,inside_bottom
,,,,,,,MOHK,inside,38078,bottom,15.31822917,inside_bottom
,,,,,,,MOHK,inside,38079,bottom,14.903125,inside_bottom
,,,,,,,MOHK,inside,38080,bottom,14.96291667,inside_bottom
,,,,,,,MOHK,inside,38081,bottom,15.09902174,inside_bottom
,,,,,,,MOHK,inside,38082,bottom,14.83822917,inside_bottom
,,,,,,,MOHK,inside,38083,bottom,14.78802083,inside_bottom
,,,,,,,MOHK,inside,38084,bottom,14.4540625,inside_bottom
,,,,,,,MOHK,inside,38085,bottom,14.78604167,inside_bottom
,,,,,,,MOHK,inside,38086,bottom,15.12260417,inside_bottom
,,,,,,,MOHK,inside,38087,bottom,15.61270833,inside_bottom
,,,,,,,MOHK,inside,38088,bottom,15.58322917,inside_bottom
,,,,,,,MOHK,inside,38089,bottom,15.1328125,inside_bottom
,,,,,,,MOHK,inside,38090,bottom,15.18385417,inside_bottom
,,,,,,,MOHK,inside,38091,bottom,15.32291667,inside_bottom
,,,,,,,MOHK,inside,38092,bottom,15.9053125,inside_bottom
,,,,,,,MOHK,inside,38093,bottom,15.63229167,inside_bottom
,,,,,,,MOHK,inside,38094,bottom,14.379375,inside_bottom
,,,,,,,MOHK,inside,38095,bottom,11.88427083,inside_bottom
,,,,,,,MOHK,inside,38096,bottom,12.37010417,inside_bottom
,,,,,,,MOHK,inside,38097,bottom,12.94822917,inside_bottom
,,,,,,,MOHK,inside,38098,bottom,13.38520833,inside_bottom
,,,,,,,MOHK,inside,38099,bottom,13.39145833,inside_bottom
,,,,,,,MOHK,inside,38100,bottom,13.94822917,inside_bottom
,,,,,,,MOHK,inside,38101,bottom,13.89885417,inside_bottom
,,,,,,,MOHK,inside,38102,bottom,13.033125,inside_bottom
,,,,,,,MOHK,inside,38103,bottom,13.03333333,inside_bottom
,,,,,,,MOHK,inside,38104,bottom,13.1853125,inside_bottom
,,,,,,,MOHK,inside,38105,bottom,14.52520833,inside_bottom
,,,,,,,MOHK,inside,38106,bottom,13.61833333,inside_bottom
,,,,,,,MOHK,inside,38107,bottom,13.3284375,inside_bottom
,,,,,,,MOHK,inside,38108,bottom,13.524375,inside_bottom
,,,,,,,MOHK,inside,38109,bottom,13.84020833,inside_bottom
,,,,,,,MOHK,inside,38110,bottom,14.34916667,inside_bottom
,,,,,,,MOHK,inside,38111,bottom,14.51229167,inside_bottom
,,,,,,,MOHK,inside,38112,bottom,14.5934375,inside_bottom
,,,,,,,MOHK,inside,38113,bottom,15.24708333,inside_bottom
,,,,,,,MOHK,inside,38114,bottom,14.6578125,inside_bottom
,,,,,,,MOHK,inside,38115,bottom,15.43104167,inside_bottom
,,,,,,,MOHK,inside,38116,bottom,16.05427083,inside_bottom
,,,,,,,MOHK,inside,38117,bottom,15.93072917,inside_bottom
,,,,,,,MOHK,inside,38118,bottom,15.34145833,inside_bottom
,,,,,,,MOHK,inside,38119,bottom,14.35104167,inside_bottom
,,,,,,,MOHK,inside,38120,bottom,14.40229167,inside_bottom
,,,,,,,MOHK,inside,38121,bottom,14.635625,inside_bottom
,,,,,,,MOHK,inside,38122,bottom,14.25125,inside_bottom
,,,,,,,MOHK,inside,38123,bottom,14.2840625,inside_bottom
,,,,,,,MOHK,inside,38124,bottom,13.8725,inside_bottom
,,,,,,,MOHK,inside,38125,bottom,14.84729167,inside_bottom
,,,,,,,MOHK,inside,38126,bottom,15.96520833,inside_bottom
,,,,,,,MOHK,inside,38127,bottom,15.47583333,inside_bottom
,,,,,,,MOHK,inside,38128,bottom,15.183125,inside_bottom
,,,,,,,MOHK,inside,38129,bottom,14.9303125,inside_bottom
,,,,,,,MOHK,inside,38130,bottom,14.6309375,inside_bottom
,,,,,,,MOHK,inside,38131,bottom,14.465,inside_bottom
,,,,,,,MOHK,inside,38132,bottom,13.85489583,inside_bottom
,,,,,,,MOHK,inside,38133,bottom,13.63,inside_bottom
,,,,,,,MOHK,inside,38134,bottom,13.82072917,inside_bottom
,,,,,,,MOHK,inside,38135,bottom,14.1440625,inside_bottom
,,,,,,,MOHK,inside,38136,bottom,13.91520833,inside_bottom
,,,,,,,MOHK,inside,38137,bottom,13.80354167,inside_bottom
,,,,,,,MOHK,inside,38138,bottom,13.51864583,inside_bottom
,,,,,,,MOHK,inside,38139,bottom,13.9525,inside_bottom
,,,,,,,MOHK,inside,38140,bottom,14.52166667,inside_bottom
,,,,,,,MOHK,inside,38141,bottom,14.2475,inside_bottom
,,,,,,,MOHK,inside,38142,bottom,14.2346875,inside_bottom
,,,,,,,MOHK,inside,38143,bottom,14.605625,inside_bottom
,,,,,,,MOHK,inside,38144,bottom,15.006875,inside_bottom
,,,,,,,MOHK,inside,38145,bottom,15.2059375,inside_bottom
,,,,,,,MOHK,inside,38146,bottom,15.56895833,inside_bottom
,,,,,,,MOHK,inside,38147,bottom,14.699375,inside_bottom
,,,,,,,MOHK,inside,38148,bottom,13.68229167,inside_bottom
,,,,,,,MOHK,inside,38149,bottom,14.71895833,inside_bottom
,,,,,,,MOHK,inside,38150,bottom,14.93947917,inside_bottom
,,,,,,,MOHK,inside,38151,bottom,15.31604167,inside_bottom
,,,,,,,MOHK,inside,38152,bottom,15.67041667,inside_bottom
,,,,,,,MOHK,inside,38153,bottom,15.78479167,inside_bottom
,,,,,,,MOHK,inside,38154,bottom,15.71229167,inside_bottom
,,,,,,,MOHK,inside,38155,bottom,16.22052083,inside_bottom
,,,,,,,MOHK,inside,38156,bottom,16.96666667,inside_bottom
,,,,,,,MOHK,inside,38157,bottom,16.9871875,inside_bottom
,,,,,,,MOHK,inside,38158,bottom,17.42291667,inside_bottom
,,,,,,,MOHK,inside,38159,bottom,17.29708333,inside_bottom
,,,,,,,MOHK,inside,38160,bottom,17.07010417,inside_bottom
,,,,,,,MOHK,inside,38161,bottom,16.63822917,inside_bottom
,,,,,,,MOHK,inside,38162,bottom,16.281875,inside_bottom
,,,,,,,MOHK,inside,38163,bottom,17.16177083,inside_bottom
,,,,,,,MOHK,inside,38164,bottom,17.731875,inside_bottom
