site,location,date,column_position,temp_c,category,,,,,,,
AQUE,outside,38887,bottom,12.0725,outside_bottom,,MOHK,outside,39129,bottom,13.69430556,outside_bottom
AQUE,outside,38888,bottom,12.71833333,outside_bottom,,MOHK,outside,39130,bottom,13.90194444,outside_bottom
AQUE,outside,38889,bottom,12.53833333,outside_bottom,,MOHK,outside,39131,bottom,14.04625,outside_bottom
AQUE,outside,38890,bottom,13.03958333,outside_bottom,,MOHK,outside,39132,bottom,14.10888889,outside_bottom
AQUE,outside,38891,bottom,13.20875,outside_bottom,,MOHK,outside,39133,bottom,14.18486111,outside_bottom
AQUE,outside,38892,bottom,12.69472222,outside_bottom,,MOHK,outside,39134,bottom,14.26402778,outside_bottom
AQUE,outside,38893,bottom,12.42736111,outside_bottom,,MOHK,outside,39135,bottom,14.015,outside_bottom
AQUE,outside,38894,bottom,12.71819444,outside_bottom,,MOHK,outside,39136,bottom,13.45402778,outside_bottom
AQUE,outside,38895,bottom,12.33666667,outside_bottom,,MOHK,outside,39137,bottom,13.35875,outside_bottom
AQUE,outside,38896,bottom,11.65222222,outside_bottom,,MOHK,outside,39138,bottom,13.60527778,outside_bottom
AQUE,outside,38897,bottom,12.15472222,outside_bottom,,MOHK,outside,39139,bottom,12.04736111,outside_bottom
AQUE,outside,38898,bottom,12.17263889,outside_bottom,,MOHK,outside,39140,bottom,11.98541667,outside_bottom
AQUE,outside,38899,bottom,11.64680556,outside_bottom,,MOHK,outside,39141,bottom,11.33888889,outside_bottom
AQUE,outside,38900,bottom,12.44319444,outside_bottom,,MOHK,outside,39142,bottom,11.11958333,outside_bottom
AQUE,outside,38901,bottom,12.34638889,outside_bottom,,MOHK,outside,39143,bottom,11.38180556,outside_bottom
AQUE,outside,38902,bottom,11.67263889,outside_bottom,,MOHK,outside,39144,bottom,11.48888889,outside_bottom
AQUE,outside,38903,bottom,12.15291667,outside_bottom,,MOHK,outside,39145,bottom,11.71055556,outside_bottom
AQUE,outside,38904,bottom,12.29486111,outside_bottom,,MOHK,outside,39146,bottom,12.21819444,outside_bottom
AQUE,outside,38905,bottom,12.29583333,outside_bottom,,MOHK,outside,39147,bottom,12.57819444,outside_bottom
AQUE,outside,38906,bottom,12.63277778,outside_bottom,,MOHK,outside,39148,bottom,12.80791667,outside_bottom
AQUE,outside,38907,bottom,13.09833333,outside_bottom,,MOHK,outside,39149,bottom,12.965,outside_bottom
AQUE,outside,38908,bottom,13.25986111,outside_bottom,,MOHK,outside,39150,bottom,13.055,outside_bottom
AQUE,outside,38909,bottom,13.28555556,outside_bottom,,MOHK,outside,39151,bottom,13.00777778,outside_bottom
AQUE,outside,38910,bottom,12.87375,outside_bottom,,MOHK,outside,39152,bottom,13.14470588,outside_bottom
AQUE,outside,38911,bottom,12.29319444,outside_bottom,,MOHK,outside,39153,bottom,13.05458333,outside_bottom
AQUE,outside,38912,bottom,12.45944444,outside_bottom,,MOHK,outside,39154,bottom,13.25888889,outside_bottom
AQUE,outside,38913,bottom,12.31125,outside_bottom,,MOHK,outside,39155,bottom,14.07458333,outside_bottom
AQUE,outside,38914,bottom,13.17111111,outside_bottom,,MOHK,outside,39156,bottom,13.65041667,outside_bottom
AQUE,outside,38915,bottom,12.4525,outside_bottom,,MOHK,outside,39157,bottom,13.24166667,outside_bottom
AQUE,outside,38916,bottom,13.21194444,outside_bottom,,MOHK,outside,39158,bottom,13.11125,outside_bottom
AQUE,outside,38917,bottom,13.89486111,outside_bottom,,MOHK,outside,39159,bottom,13.28611111,outside_bottom
AQUE,outside,38918,bottom,14.26527778,outside_bottom,,MOHK,outside,39160,bottom,12.90416667,outside_bottom
AQUE,outside,38919,bottom,14.36458333,outside_bottom,,MOHK,outside,39161,bottom,12.6175,outside_bottom
AQUE,outside,38920,bottom,14.73902778,outside_bottom,,MOHK,outside,39162,bottom,12.25347222,outside_bottom
AQUE,outside,38921,bottom,14.28541667,outside_bottom,,MOHK,outside,39163,bottom,12.65763889,outside_bottom
AQUE,outside,38922,bottom,14.80361111,outside_bottom,,MOHK,outside,39164,bottom,12.65125,outside_bottom
AQUE,outside,38923,bottom,15.32611111,outside_bottom,,MOHK,outside,39165,bottom,13.20902778,outside_bottom
AQUE,outside,38924,bottom,17.31125,outside_bottom,,MOHK,outside,39166,bottom,13.33722222,outside_bottom
AQUE,outside,38925,bottom,15.63513889,outside_bottom,,MOHK,outside,39167,bottom,13.53097222,outside_bottom
AQUE,outside,38926,bottom,16.06805556,outside_bottom,,MOHK,outside,39168,bottom,12.64291667,outside_bottom
AQUE,outside,38927,bottom,16.09055556,outside_bottom,,MOHK,outside,39169,bottom,11.33263889,outside_bottom
AQUE,outside,38928,bottom,14.82777778,outside_bottom,,MOHK,outside,39170,bottom,11.79458333,outside_bottom
AQUE,outside,38929,bottom,15.44819444,outside_bottom,,MOHK,outside,39171,bottom,12.26694444,outside_bottom
AQUE,outside,38930,bottom,16.52791667,outside_bottom,,MOHK,outside,39172,bottom,12.75277778,outside_bottom
AQUE,outside,38931,bottom,15.37819444,outside_bottom,,MOHK,outside,39173,bottom,12.92847222,outside_bottom
AQUE,outside,38932,bottom,14.92236111,outside_bottom,,MOHK,outside,39174,bottom,12.99555556,outside_bottom
AQUE,outside,38933,bottom,15.2725,outside_bottom,,MOHK,outside,39175,bottom,13.09152778,outside_bottom
AQUE,outside,38934,bottom,17.46180556,outside_bottom,,MOHK,outside,39176,bottom,12.77055556,outside_bottom
AQUE,outside,38935,bottom,16.28027778,outside_bottom,,MOHK,outside,39177,bottom,12.75458333,outside_bottom
AQUE,outside,38936,bottom,15.15847222,outside_bottom,,MOHK,outside,39178,bottom,13.23736111,outside_bottom
AQUE,outside,38937,bottom,15.48333333,outside_bottom,,MOHK,outside,39179,bottom,13.46180556,outside_bottom
AQUE,outside,38938,bottom,15.04611111,outside_bottom,,MOHK,outside,39180,bottom,13.87625,outside_bottom
AQUE,outside,38939,bottom,15.08791667,outside_bottom,,MOHK,outside,39181,bottom,13.88694444,outside_bottom
AQUE,outside,38940,bottom,14.98513889,outside_bottom,,MOHK,outside,39182,bottom,14.38055556,outside_bottom
AQUE,outside,38941,bottom,15.04402778,outside_bottom,,MOHK,outside,39185,bottom,11.73722222,outside_bottom
AQUE,outside,38942,bottom,14.99194444,outside_bottom,,MOHK,outside,39186,bottom,12.50388889,outside_bottom
AQUE,outside,38943,bottom,14.37486111,outside_bottom,,MOHK,outside,39187,bottom,10.73736111,outside_bottom
AQUE,outside,38944,bottom,14.11541667,outside_bottom,,MOHK,outside,39188,bottom,10.86638889,outside_bottom
AQUE,outside,38945,bottom,14.00319444,outside_bottom,,MOHK,outside,39189,bottom,11.30875,outside_bottom
AQUE,outside,38946,bottom,14.62375,outside_bottom,,MOHK,outside,39190,bottom,11.3025,outside_bottom
AQUE,outside,38947,bottom,14.49930556,outside_bottom,,MOHK,outside,39191,bottom,10.95958333,outside_bottom
AQUE,outside,38948,bottom,14.46986111,outside_bottom,,MOHK,outside,39192,bottom,10.67305556,outside_bottom
AQUE,outside,38949,bottom,14.35819444,outside_bottom,,MOHK,outside,39193,bottom,11.00847222,outside_bottom
AQUE,outside,38950,bottom,14.80736111,outside_bottom,,MOHK,outside,39194,bottom,11.21152778,outside_bottom
AQUE,outside,38951,bottom,14.69736111,outside_bottom,,MOHK,outside,39195,bottom,11.80097222,outside_bottom
AQUE,outside,38952,bottom,14.61388889,outside_bottom,,MOHK,outside,39196,bottom,11.8275,outside_bottom
AQUE,outside,38954,bottom,13.90347222,outside_bottom,,MOHK,outside,39197,bottom,11.92708333,outside_bottom
AQUE,outside,38955,bottom,13.49944444,outside_bottom,,MOHK,outside,39198,bottom,12.14194444,outside_bottom
AQUE,outside,38956,bottom,13.17430556,outside_bottom,,MOHK,outside,39199,bottom,12.67208333,outside_bottom
AQUE,outside,38957,bottom,13.86805556,outside_bottom,,MOHK,outside,39200,bottom,11.91180556,outside_bottom
AQUE,outside,38958,bottom,14.50888889,outside_bottom,,MOHK,outside,39201,bottom,11.64319444,outside_bottom
AQUE,outside,38959,bottom,13.85583333,outside_bottom,,MOHK,outside,39202,bottom,12.19208333,outside_bottom
AQUE,outside,38960,bottom,13.82777778,outside_bottom,,MOHK,outside,39203,bottom,12.36944444,outside_bottom
AQUE,outside,38961,bottom,13.91416667,outside_bottom,,MOHK,outside,39204,bottom,12.69680556,outside_bottom
AQUE,outside,38962,bottom,13.91680556,outside_bottom,,MOHK,outside,39205,bottom,12.22194444,outside_bottom
AQUE,outside,38963,bottom,14.15972222,outside_bottom,,MOHK,outside,39206,bottom,11.01291667,outside_bottom
AQUE,outside,38964,bottom,13.63347222,outside_bottom,,MOHK,outside,39207,bottom,10.37027778,outside_bottom
AQUE,outside,38965,bottom,13.53819444,outside_bottom,,MOHK,outside,39208,bottom,11.27861111,outside_bottom
AQUE,outside,38966,bottom,13.44305556,outside_bottom,,MOHK,outside,39209,bottom,11.87097222,outside_bottom
AQUE,outside,38967,bottom,14.36805556,outside_bottom,,MOHK,outside,39210,bottom,11.97888889,outside_bottom
AQUE,outside,38968,bottom,13.84416667,outside_bottom,,MOHK,outside,39211,bottom,12.03069444,outside_bottom
AQUE,outside,38969,bottom,14.37763889,outside_bottom,,MOHK,outside,39212,bottom,11.85125,outside_bottom
AQUE,outside,38970,bottom,14.57861111,outside_bottom,,MOHK,outside,39213,bottom,11.43541667,outside_bottom
AQUE,outside,38971,bottom,14.73027778,outside_bottom,,MOHK,outside,39214,bottom,11.52986111,outside_bottom
AQUE,outside,38972,bottom,14.82333333,outside_bottom,,MOHK,outside,39215,bottom,11.76263889,outside_bottom
AQUE,outside,38973,bottom,15.41402778,outside_bottom,,MOHK,outside,39216,bottom,11.44222222,outside_bottom
AQUE,outside,38974,bottom,15.86361111,outside_bottom,,MOHK,outside,39217,bottom,11.30388889,outside_bottom
AQUE,outside,38975,bottom,14.22569444,outside_bottom,,MOHK,outside,39218,bottom,11.03361111,outside_bottom
AQUE,outside,38976,bottom,13.46708333,outside_bottom,,MOHK,outside,39219,bottom,11.2825,outside_bottom
AQUE,outside,38977,bottom,14.26194444,outside_bottom,,MOHK,outside,39220,bottom,11.93875,outside_bottom
AQUE,outside,38978,bottom,14.74125,outside_bottom,,MOHK,outside,39221,bottom,12.37722222,outside_bottom
AQUE,outside,38979,bottom,15.52763889,outside_bottom,,MOHK,outside,39222,bottom,12.55541667,outside_bottom
AQUE,outside,38980,bottom,15.83833333,outside_bottom,,MOHK,outside,39223,bottom,12.24222222,outside_bottom
AQUE,outside,38981,bottom,16.35527778,outside_bottom,,MOHK,outside,39224,bottom,12.30208333,outside_bottom
AQUE,outside,38982,bottom,17.00638889,outside_bottom,,MOHK,outside,39225,bottom,12.31777778,outside_bottom
AQUE,outside,38983,bottom,18.01888889,outside_bottom,,MOHK,outside,39226,bottom,12.27694444,outside_bottom
AQUE,outside,38984,bottom,17.75541667,outside_bottom,,MOHK,outside,39227,bottom,12.47527778,outside_bottom
AQUE,outside,38985,bottom,17.11430556,outside_bottom,,MOHK,outside,39228,bottom,12.27444444,outside_bottom
AQUE,outside,38986,bottom,17.01708333,outside_bottom,,MOHK,outside,39229,bottom,12.33263889,outside_bottom
AQUE,outside,38987,bottom,15.46944444,outside_bottom,,MOHK,outside,39230,bottom,13.00819444,outside_bottom
AQUE,outside,38988,bottom,16.68611111,outside_bottom,,MOHK,outside,39231,bottom,12.26472222,outside_bottom
AQUE,outside,38989,bottom,15.51041667,outside_bottom,,MOHK,outside,39232,bottom,12.28638889,outside_bottom
AQUE,outside,38990,bottom,15.54763889,outside_bottom,,MOHK,outside,39233,bottom,12.66944444,outside_bottom
AQUE,outside,38991,bottom,15.09486111,outside_bottom,,MOHK,outside,39234,bottom,12.93388889,outside_bottom
AQUE,outside,38992,bottom,15.14736111,outside_bottom,,MOHK,outside,39235,bottom,12.86083333,outside_bottom
AQUE,outside,38993,bottom,15.10666667,outside_bottom,,MOHK,outside,39236,bottom,12.76791667,outside_bottom
AQUE,outside,38994,bottom,15.27597222,outside_bottom,,MOHK,outside,39237,bottom,12.81680556,outside_bottom
AQUE,outside,38995,bottom,15.90513889,outside_bottom,,MOHK,outside,39238,bottom,13.53930556,outside_bottom
AQUE,outside,38996,bottom,15.54763889,outside_bottom,,MOHK,outside,39239,bottom,11.83097222,outside_bottom
AQUE,outside,38997,bottom,14.80152778,outside_bottom,,MOHK,outside,39240,bottom,11.99722222,outside_bottom
AQUE,outside,38998,bottom,14.55611111,outside_bottom,,MOHK,outside,39241,bottom,12.305,outside_bottom
AQUE,outside,38999,bottom,15.24166667,outside_bottom,,MOHK,outside,39242,bottom,12.29597222,outside_bottom
AQUE,outside,39000,bottom,15.84291667,outside_bottom,,MOHK,outside,39243,bottom,12.66694444,outside_bottom
AQUE,outside,39001,bottom,15.97833333,outside_bottom,,MOHK,outside,39244,bottom,13.31430556,outside_bottom
AQUE,outside,39002,bottom,16.11208333,outside_bottom,,MOHK,outside,39245,bottom,13.84777778,outside_bottom
AQUE,outside,39003,bottom,16.18791667,outside_bottom,,MOHK,outside,39246,bottom,14.09930556,outside_bottom
AQUE,outside,39004,bottom,16.07986111,outside_bottom,,MOHK,outside,39247,bottom,14.69166667,outside_bottom
AQUE,outside,39005,bottom,15.64930556,outside_bottom,,MOHK,outside,39248,bottom,14.93402778,outside_bottom
AQUE,outside,39006,bottom,15.55416667,outside_bottom,,MOHK,outside,39249,bottom,15.36708333,outside_bottom
AQUE,outside,39007,bottom,15.07361111,outside_bottom,,MOHK,outside,39250,bottom,15.97972222,outside_bottom
AQUE,outside,39008,bottom,15.06513889,outside_bottom,,MOHK,outside,39251,bottom,15.89861111,outside_bottom
AQUE,outside,39009,bottom,15.57944444,outside_bottom,,MOHK,outside,39252,bottom,15.21375,outside_bottom
AQUE,outside,39010,bottom,16.15722222,outside_bottom,,MOHK,outside,39253,bottom,14.85875,outside_bottom
AQUE,outside,39011,bottom,15.35583333,outside_bottom,,MOHK,outside,39254,bottom,15.02611111,outside_bottom
AQUE,outside,39012,bottom,15.08402778,outside_bottom,,MOHK,outside,39255,bottom,15.07027778,outside_bottom
AQUE,outside,39013,bottom,14.82680556,outside_bottom,,MOHK,outside,39256,bottom,15.07277778,outside_bottom
AQUE,outside,39014,bottom,15.18305556,outside_bottom,,MOHK,outside,39257,bottom,15.18222222,outside_bottom
AQUE,outside,39015,bottom,15.40236111,outside_bottom,,MOHK,outside,39258,bottom,15.67319444,outside_bottom
AQUE,outside,39016,bottom,15.99875,outside_bottom,,MOHK,outside,39259,bottom,15.94013889,outside_bottom
AQUE,outside,39017,bottom,16.47972222,outside_bottom,,MOHK,outside,39260,bottom,16.25319444,outside_bottom
AQUE,outside,39018,bottom,16.08194444,outside_bottom,,MOHK,outside,39261,bottom,15.53347222,outside_bottom
AQUE,outside,39019,bottom,16.53263158,outside_bottom,,MOHK,outside,39262,bottom,15.51236111,outside_bottom
AQUE,outside,39020,bottom,16.57916667,outside_bottom,,MOHK,outside,39263,bottom,15.83736111,outside_bottom
AQUE,outside,39021,bottom,16.54069444,outside_bottom,,MOHK,outside,39264,bottom,16.50166667,outside_bottom
AQUE,outside,39023,bottom,15.75805556,outside_bottom,,MOHK,outside,39265,bottom,15.75722222,outside_bottom
AQUE,outside,39024,bottom,15.87152778,outside_bottom,,MOHK,outside,39266,bottom,15.02041667,outside_bottom
AQUE,outside,39025,bottom,14.92055556,outside_bottom,,MOHK,outside,39267,bottom,15.53722222,outside_bottom
AQUE,outside,39026,bottom,16.46555556,outside_bottom,,MOHK,outside,39268,bottom,15.82083333,outside_bottom
AQUE,outside,39027,bottom,16.36680556,outside_bottom,,MOHK,outside,39269,bottom,15.32930556,outside_bottom
AQUE,outside,39028,bottom,15.83527778,outside_bottom,,MOHK,outside,39270,bottom,15.35875,outside_bottom
AQUE,outside,39029,bottom,15.88888889,outside_bottom,,MOHK,outside,39271,bottom,15.63180556,outside_bottom
AQUE,outside,39030,bottom,14.41888889,outside_bottom,,MOHK,outside,39272,bottom,15.50513889,outside_bottom
AQUE,outside,39031,bottom,16.33666667,outside_bottom,,MOHK,outside,39273,bottom,15.63472222,outside_bottom
AQUE,outside,39032,bottom,16.04930556,outside_bottom,,MOHK,outside,39274,bottom,15.48847222,outside_bottom
AQUE,outside,39033,bottom,14.80611111,outside_bottom,,MOHK,outside,39275,bottom,15.46736111,outside_bottom
AQUE,outside,39034,bottom,15.11666667,outside_bottom,,MOHK,outside,39276,bottom,15.43,outside_bottom
AQUE,outside,39035,bottom,13.35388889,outside_bottom,,MOHK,outside,39277,bottom,15.08,outside_bottom
AQUE,outside,39036,bottom,14.17041667,outside_bottom,,MOHK,outside,39278,bottom,14.17597222,outside_bottom
AQUE,outside,39037,bottom,15.70430556,outside_bottom,,MOHK,outside,39279,bottom,14.12611111,outside_bottom
AQUE,outside,39038,bottom,15.95486111,outside_bottom,,MOHK,outside,39280,bottom,14.57958333,outside_bottom
AQUE,outside,39039,bottom,15.2975,outside_bottom,,MOHK,outside,39281,bottom,14.04152778,outside_bottom
AQUE,outside,39040,bottom,16.03805556,outside_bottom,,MOHK,outside,39282,bottom,14.02597222,outside_bottom
AQUE,outside,39041,bottom,15.98791667,outside_bottom,,MOHK,outside,39283,bottom,13.92888889,outside_bottom
AQUE,outside,39042,bottom,16.03694444,outside_bottom,,MOHK,outside,39284,bottom,13.93277778,outside_bottom
AQUE,outside,39043,bottom,16.23027778,outside_bottom,,MOHK,outside,39285,bottom,14.96319444,outside_bottom
AQUE,outside,39044,bottom,16.28180556,outside_bottom,,MOHK,outside,39286,bottom,15.34555556,outside_bottom
AQUE,outside,39045,bottom,16.1575,outside_bottom,,MOHK,outside,39287,bottom,16.19736111,outside_bottom
AQUE,outside,39046,bottom,16.06958333,outside_bottom,,MOHK,outside,39288,bottom,16.36319444,outside_bottom
AQUE,outside,39047,bottom,15.63444444,outside_bottom,,MOHK,outside,39289,bottom,16.02319444,outside_bottom
AQUE,outside,39048,bottom,15.34902778,outside_bottom,,MOHK,outside,39290,bottom,16.70083333,outside_bottom
AQUE,outside,39049,bottom,13.79444444,outside_bottom,,MOHK,outside,39291,bottom,16.88375,outside_bottom
AQUE,outside,39050,bottom,13.03569444,outside_bottom,,MOHK,outside,39292,bottom,16.93930556,outside_bottom
AQUE,outside,39051,bottom,14.94805556,outside_bottom,,MOHK,outside,39293,bottom,16.58027778,outside_bottom
AQUE,outside,39052,bottom,15.19847222,outside_bottom,,MOHK,outside,39294,bottom,16.61347222,outside_bottom
AQUE,outside,39053,bottom,14.90263889,outside_bottom,,MOHK,outside,39295,bottom,16.02805556,outside_bottom
AQUE,outside,39054,bottom,14.84708333,outside_bottom,,MOHK,outside,39296,bottom,16.40277778,outside_bottom
AQUE,outside,39055,bottom,15.16513889,outside_bottom,,MOHK,outside,39297,bottom,16.49930556,outside_bottom
AQUE,outside,39056,bottom,15.37152778,outside_bottom,,MOHK,outside,39298,bottom,16.74194444,outside_bottom
AQUE,outside,39057,bottom,15.31888889,outside_bottom,,MOHK,outside,39299,bottom,16.29361111,outside_bottom
AQUE,outside,39058,bottom,14.98569444,outside_bottom,,MOHK,outside,39300,bottom,16.09736111,outside_bottom
AQUE,outside,39059,bottom,14.96930556,outside_bottom,,MOHK,outside,39301,bottom,16.01875,outside_bottom
AQUE,outside,39060,bottom,15.08875,outside_bottom,,MOHK,outside,39302,bottom,16.61083333,outside_bottom
AQUE,outside,39061,bottom,15.13166667,outside_bottom,,MOHK,outside,39303,bottom,15.46513889,outside_bottom
AQUE,outside,39062,bottom,14.85916667,outside_bottom,,MOHK,outside,39304,bottom,14.33236111,outside_bottom
AQUE,outside,39063,bottom,14.78138889,outside_bottom,,MOHK,outside,39305,bottom,14.84805556,outside_bottom
AQUE,outside,39064,bottom,14.53708333,outside_bottom,,MOHK,outside,39306,bottom,15.22,outside_bottom
AQUE,outside,39065,bottom,14.62777778,outside_bottom,,MOHK,outside,39307,bottom,15.66472222,outside_bottom
AQUE,outside,39066,bottom,14.70916667,outside_bottom,,MOHK,outside,39308,bottom,15.92111111,outside_bottom
AQUE,outside,39067,bottom,15.03736111,outside_bottom,,MOHK,outside,39309,bottom,15.70055556,outside_bottom
AQUE,outside,39068,bottom,14.61861111,outside_bottom,,MOHK,outside,39310,bottom,14.81541667,outside_bottom
AQUE,outside,39069,bottom,13.63375,outside_bottom,,MOHK,outside,39311,bottom,14.11583333,outside_bottom
AQUE,outside,39070,bottom,13.93263889,outside_bottom,,MOHK,outside,39312,bottom,14.30694444,outside_bottom
AQUE,outside,39071,bottom,14.24625,outside_bottom,,MOHK,outside,39313,bottom,15.13777778,outside_bottom
AQUE,outside,39072,bottom,14.45805556,outside_bottom,,MOHK,outside,39314,bottom,14.91888889,outside_bottom
AQUE,outside,39073,bottom,14.46833333,outside_bottom,,MOHK,outside,39315,bottom,15.20472222,outside_bottom
AQUE,outside,39074,bottom,14.44791667,outside_bottom,,MOHK,outside,39316,bottom,15.53513889,outside_bottom
AQUE,outside,39075,bottom,14.57347222,outside_bottom,,MOHK,outside,39317,bottom,15.11444444,outside_bottom
AQUE,outside,39076,bottom,14.58930556,outside_bottom,,MOHK,outside,39318,bottom,15.08236111,outside_bottom
AQUE,outside,39077,bottom,14.52763889,outside_bottom,,MOHK,outside,39319,bottom,14.72666667,outside_bottom
AQUE,outside,39078,bottom,14.42125,outside_bottom,,MOHK,outside,39320,bottom,15.15166667,outside_bottom
AQUE,outside,39079,bottom,12.37694444,outside_bottom,,MOHK,outside,39321,bottom,14.80722222,outside_bottom
AQUE,outside,39080,bottom,13.25666667,outside_bottom,,MOHK,outside,39322,bottom,14.07666667,outside_bottom
AQUE,outside,39081,bottom,13.86875,outside_bottom,,MOHK,outside,39323,bottom,14.07111111,outside_bottom
AQUE,outside,39082,bottom,13.70722222,outside_bottom,,MOHK,outside,39324,bottom,14.01361111,outside_bottom
AQUE,outside,39083,bottom,13.58847222,outside_bottom,,MOHK,outside,39325,bottom,14.08541667,outside_bottom
AQUE,outside,39084,bottom,14.02097222,outside_bottom,,MOHK,outside,39326,bottom,14.72388889,outside_bottom
AQUE,outside,39085,bottom,13.98972222,outside_bottom,,MOHK,outside,39327,bottom,14.72833333,outside_bottom
AQUE,outside,39086,bottom,14.04986111,outside_bottom,,MOHK,outside,39328,bottom,14.43055556,outside_bottom
AQUE,outside,39087,bottom,13.47263889,outside_bottom,,MOHK,outside,39329,bottom,13.655,outside_bottom
AQUE,outside,39088,bottom,13.21111111,outside_bottom,,MOHK,outside,39330,bottom,14.01611111,outside_bottom
AQUE,outside,39089,bottom,13.31986111,outside_bottom,,MOHK,outside,39331,bottom,14.12152778,outside_bottom
AQUE,outside,39090,bottom,13.46583333,outside_bottom,,MOHK,outside,39332,bottom,14.64902778,outside_bottom
AQUE,outside,39092,bottom,13.51916667,outside_bottom,,MOHK,outside,39333,bottom,14.83138889,outside_bottom
AQUE,outside,39093,bottom,13.58569444,outside_bottom,,MOHK,outside,39334,bottom,15.43736111,outside_bottom
AQUE,outside,39094,bottom,13.22222222,outside_bottom,,MOHK,outside,39335,bottom,15.99236111,outside_bottom
AQUE,outside,39095,bottom,12.86166667,outside_bottom,,MOHK,outside,39336,bottom,15.73527778,outside_bottom
AQUE,outside,39096,bottom,12.87986111,outside_bottom,,MOHK,outside,39337,bottom,15.94222222,outside_bottom
AQUE,outside,39097,bottom,12.68611111,outside_bottom,,MOHK,outside,39338,bottom,15.27902778,outside_bottom
AQUE,outside,39098,bottom,12.74416667,outside_bottom,,MOHK,outside,39339,bottom,14.70375,outside_bottom
AQUE,outside,39099,bottom,12.87958333,outside_bottom,,MOHK,outside,39340,bottom,14.6825,outside_bottom
AQUE,outside,39100,bottom,12.77013889,outside_bottom,,MOHK,outside,39341,bottom,14.71861111,outside_bottom
AQUE,outside,39101,bottom,12.83541667,outside_bottom,,MOHK,outside,39342,bottom,15.11527778,outside_bottom
AQUE,outside,39102,bottom,12.99194444,outside_bottom,,MOHK,outside,39343,bottom,15.07416667,outside_bottom
AQUE,outside,39103,bottom,13.14194444,outside_bottom,,MOHK,outside,39344,bottom,15.50472222,outside_bottom
AQUE,outside,39104,bottom,13.10902778,outside_bottom,,MOHK,outside,39345,bottom,15.18430556,outside_bottom
AQUE,outside,39105,bottom,13.21527778,outside_bottom,,MOHK,outside,39346,bottom,16.12902778,outside_bottom
AQUE,outside,39106,bottom,13.24986111,outside_bottom,,MOHK,outside,39347,bottom,16.68638889,outside_bottom
AQUE,outside,39107,bottom,13.29541667,outside_bottom,,MOHK,outside,39348,bottom,16.58847222,outside_bottom
AQUE,outside,39108,bottom,13.25180556,outside_bottom,,MOHK,outside,39349,bottom,16.38027778,outside_bottom
AQUE,outside,39109,bottom,13.27486111,outside_bottom,,MOHK,outside,39350,bottom,16.32763889,outside_bottom
AQUE,outside,39110,bottom,13.31486111,outside_bottom,,MOHK,outside,39351,bottom,16.39194444,outside_bottom
AQUE,outside,39111,bottom,13.61277778,outside_bottom,,MOHK,outside,39352,bottom,16.66569444,outside_bottom
AQUE,outside,39112,bottom,13.69513889,outside_bottom,,MOHK,outside,39353,bottom,16.48791667,outside_bottom
AQUE,outside,39113,bottom,13.72125,outside_bottom,,MOHK,outside,39354,bottom,16.17833333,outside_bottom
AQUE,outside,39114,bottom,13.5925,outside_bottom,,MOHK,outside,39355,bottom,16.44333333,outside_bottom
AQUE,outside,39115,bottom,13.62527778,outside_bottom,,MOHK,outside,39356,bottom,16.36277778,outside_bottom
AQUE,outside,39116,bottom,13.66680556,outside_bottom,,MOHK,outside,39357,bottom,16.55222222,outside_bottom
AQUE,outside,39117,bottom,13.6375,outside_bottom,,MOHK,outside,39358,bottom,15.87791667,outside_bottom
AQUE,outside,39118,bottom,13.63,outside_bottom,,MOHK,outside,39359,bottom,16.31986111,outside_bottom
AQUE,outside,39119,bottom,13.62819444,outside_bottom,,MOHK,outside,39360,bottom,13.94763889,outside_bottom
AQUE,outside,39120,bottom,13.63152778,outside_bottom,,MOHK,outside,39361,bottom,12.03819444,outside_bottom
AQUE,outside,39121,bottom,13.68027778,outside_bottom,,MOHK,outside,39362,bottom,12.40791667,outside_bottom
AQUE,outside,39122,bottom,13.67375,outside_bottom,,MOHK,outside,39363,bottom,13.24083333,outside_bottom
AQUE,outside,39123,bottom,13.70861111,outside_bottom,,MOHK,outside,39364,bottom,13.75666667,outside_bottom
AQUE,outside,39124,bottom,13.70375,outside_bottom,,MOHK,outside,39365,bottom,13.91097222,outside_bottom
AQUE,outside,39125,bottom,13.62444444,outside_bottom,,MOHK,outside,39366,bottom,14.09583333,outside_bottom
AQUE,outside,39126,bottom,13.16958333,outside_bottom,,MOHK,outside,39368,bottom,14.24916667,outside_bottom
AQUE,outside,39127,bottom,12.74694444,outside_bottom,,MOHK,outside,39369,bottom,13.99291667,outside_bottom
AQUE,outside,39128,bottom,12.84027778,outside_bottom,,MOHK,outside,39370,bottom,13.81916667,outside_bottom
AQUE,outside,39129,bottom,13.26583333,outside_bottom,,MOHK,outside,39371,bottom,13.69680556,outside_bottom
AQUE,outside,39130,bottom,13.49708333,outside_bottom,,MOHK,outside,39372,bottom,12.07888889,outside_bottom
AQUE,outside,39131,bottom,13.53666667,outside_bottom,,MOHK,outside,39373,bottom,12.01916667,outside_bottom
AQUE,outside,39132,bottom,13.45875,outside_bottom,,MOHK,outside,39374,bottom,12.33027778,outside_bottom
AQUE,outside,39133,bottom,13.46791667,outside_bottom,,MOHK,outside,39375,bottom,12.58680556,outside_bottom
AQUE,outside,39134,bottom,13.56097222,outside_bottom,,MOHK,outside,39376,bottom,12.36166667,outside_bottom
AQUE,outside,39135,bottom,13.90833333,outside_bottom,,MOHK,outside,39377,bottom,12.88708333,outside_bottom
